LOAN_PRODUCT_TYPE;LOAN_AMOUNT;BRANCH_REGION;CLIENT_GENDER;CLIENT_FAMILYSTATUS;CLIENT_TOTALEXPERIENCE;CLIENT_EDUCATION;CLIENT_ACTIVITYTYPE;CLIENT_TOGETHER INCOME;LOAN_OUTSTANDINGLOANSCOUNT;LOAN_OVERDUE_EXIST_FLAG;EMPLOYMENTTYPE;LOAN TERM;ZODIAC;ZODIAC_CHINA;AGE;CHANGE-WORK;REAL_ESTATE;CAR;DELAY
Cпоживчий кредит без довiдки про доходи;25933,61;Київ;Жінка;Одружений (-на);20;Середня - технічна;будівництво;15000;4;Так;Офіційно працевлаштований;364;овен;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;9159,48;Кіровоградська область;Жінка;Вдова (-ець);39;Вища освіта;інша;3000;3;Так;Не працює;729;скорпион;Бык;67; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;7543,1;Харківська область;Чоловік;Одружений (-на);27;Вища освіта;державна служба;6300;6;Так;Офіційно працевлаштований;729;рак;Собака;47; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;5605,38;Чернігівська область;Жінка;Розлучений (-на);20;Середня - технічна;державна служба;4800;8;Так;Офіційно працевлаштований;1094;лев;Лошадь;51; не змінювалось місце роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;21551,72;Харків;Жінка;Одружений (-на);33;Середня;інша;4822,23;4;Так;Офіційно працевлаштований;729;водолей;Змея;52; не змінювалось місце роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Миколаївська область;Жінка;Одружений (-на);10;Середня - технічна;торгівля та послуги;6000;1;Так;Офіційно працевлаштований;1094;скорпион;Кролик;41; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;10373,44;Житомирська область;Чоловік;Неодружений(-на);7;Вища освіта;державна служба;8600;3;Так;Офіційно працевлаштований;364;рак;Обезьяна;25; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;5186,72;Донецька область;Чоловік;Розлучений (-на);28;Середня - технічна;виробництво;3200;0;Так;Офіційно працевлаштований;364;козерог;Лошадь;51; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;26939,66;Миколаївська область;Жінка;Неодружений(-на);2;Вища освіта;торгівля та послуги;6500;1;Ні;Офіційно працевлаштований;729;водолей;Крыса;21; не змінювалось місце роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;16816,14;Сумська область;Жінка;Одружений (-на);13;Вища освіта;інша;4500;4;Так;Офіційно працевлаштований;1094;весы;Петух;36; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;22421,52;Вінницька область;Чоловік;Розлучений (-на);39;Вища освіта;торгівля та послуги;44771,4;11;Так;ФОП;1094;лев;Бык;56; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;21551,72;Харків;Жінка;Одружений (-на);12,5;Середня - технічна;інша;5864,99;1;Так;Офіційно працевлаштований;729;весы;Собака;35; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Харків;Жінка;Неодружений(-на);40;Вища освіта;державна служба;8000;2;Так;Офіційно працевлаштований;1094;скорпион;Коза;61; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;5186,72;Харківська область;Чоловік;Одружений (-на);5;Середня - технічна;будівництво;8000;3;Так;Офіційно працевлаштований;364;овен;Змея;28; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;10373,44;Харків;Чоловік;Одружений (-на);38;Середня;торгівля та послуги;7000;0;Ні;Офіційно працевлаштований;364;телец;Тигр;55; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;15560,17;Харків;Чоловік;Неодружений(-на);6;Вища освіта;виробництво;5475;4;Ні;Офіційно працевлаштований;364;лев;Лошадь;27; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;3232,76;Кіровоградська область;Жінка;Одружений (-на);44;Вища освіта;державна служба;3000;9;Так;Офіційно працевлаштований;729;лев;Петух;60; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;26939,66;Дніпропетровська область;Чоловік;Одружений (-на);25;Вища освіта;будівництво;18000;6;Так;Офіційно працевлаштований;729;рыбы;Бык;56; була зміна місця роботи;має власну нерухомість;має власний автомобіль;нет прострочки
Cпоживчий кредит без довiдки про доходи;26939,66;Харківська область;Жінка;Одружений (-на);17;Вища освіта;торгівля та послуги;60000;1;Так;Офіційно працевлаштований;729;лев;Дракон;41; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;15560,17;Запорізька область;Чоловік;Неодружений(-на);3;Середня - технічна;державна служба;6000;2;Так;Офіційно працевлаштований;364;водолей;Крыса;21; не змінювалось місце роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;5605,38;Харківська область;Жінка;Одружений (-на);3;Середня;інша;3200;3;Так;Офіційно працевлаштований;1094;лев;Кролик;30; не змінювалось місце роботи;не має власної нерухомості;не має власного;есть прострочка
"Споживчий кредит ""Лояльний""";33632,29;Харківська область;Чоловік;Одружений (-на);12;Середня - технічна;будівництво;7927,84;6;Ні;Офіційно працевлаштований;1094;лев;Собака;35; не змінювалось місце роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;3112,03;Харків;Чоловік;Розлучений (-на);30;Вища освіта;виробництво;7000;2;Так;Офіційно працевлаштований;181;лев;Обезьяна;49; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;10373,44;Харківська область;Чоловік;Одружений (-на);20;Середня - технічна;інша;7000;1;Так;Офіційно працевлаштований;364;весы;Свинья;46; була зміна місця роботи;має власну нерухомість;має власний автомобіль;нет прострочки
Cпоживчий кредит без довiдки про доходи;10373,44;Харківська область;Чоловік;Одружений (-на);30;Середня - технічна;державна служба;7500;1;Ні;Офіційно працевлаштований;364;весы;Коза;62; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Споживчий кредит з довiдкою про доходи;56053,81;Львівська область;Чоловік;Розлучений (-на);42;Середня - технічна;торгівля та послуги;63888,67;7;Так;ФОП;1094;рыбы;Коза;62; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;16163,79;Київ;Чоловік;Неодружений(-на);13;Середня;торгівля та послуги;30000;9;Так;ФОП;729;весы;Крыса;33; не змінювалось місце роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Запорізька область;Жінка;Одружений (-на);10;Середня - технічна;торгівля та послуги;8000;3;Так;Офіційно працевлаштований;1094;телец;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;26905,83;Львівська область;Чоловік;Неодружений(-на);8;Вища освіта;торгівля та послуги;7200;2;Так;Офіційно працевлаштований;1094;скорпион;Свинья;33; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Полтавська область;Чоловік;Одружений (-на);30;Середня - технічна;торгівля та послуги;10000;4;Так;Офіційно працевлаштований;1094;водолей;Свинья;46; була зміна місця роботи;має власну нерухомість;має власний автомобіль;есть прострочка
Cпоживчий кредит без довiдки про доходи;4484,3;Кіровоградська область;Жінка;Неодружений(-на);25;Вища освіта;інша;5500;3;Так;Не працює;1094;весы;Обезьяна;61; не змінювалось місце роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;16816,14;Полтавська область;Чоловік;Неодружений(-на);2;Вища освіта;торгівля та послуги;6000;3;Так;Офіційно працевлаштований;1094;рак;Петух;24; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Споживчий кредит з довiдкою про доходи;56053,81;Київ;Чоловік;Неодружений(-на);15;Середня;торгівля та послуги;9391,66;1;Ні;Офіційно працевлаштований;1094;телец;Кролик;30; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Київ;Жінка;Неодружений(-на);25;Середня;торгівля та послуги;10000;8;Так;Офіційно працевлаштований;1094;близнецы;Бык;44; була зміна місця роботи;має власну нерухомість;має власний автомобіль;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Вінницька область;Жінка;Одружений (-на);9;Вища освіта;торгівля та послуги;3840;0;Ні;Офіційно працевлаштований;1093;лев;Тигр;43; була зміна місця роботи;має власну нерухомість;має власний автомобіль;нет прострочки
Cпоживчий кредит без довiдки про доходи;16816,14;Полтавська область;Чоловік;Одружений (-на);17;Середня - технічна;виробництво;8500;5;Так;Офіційно працевлаштований;1093;рак;Лошадь;39; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Дніпропетровська область;Жінка;Неодружений(-на);14;Середня - технічна;будівництво;17000;1;Ні;Офіційно працевлаштований;1093;водолей;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Київ;Чоловік;Неодружений(-на);16;Незакінчена вища;інша;10800;5;Так;Офіційно працевлаштований;1093;козерог;Змея;40; не змінювалось місце роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;6224,07;Харків;Жінка;Розлучений (-на);25;Середня - технічна;інша;3500;1;Ні;Офіційно працевлаштований;364;овен;Обезьяна;49; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Київ;Жінка;Вдова (-ець);40;Середня;виробництво;8000;3;Так;Офіційно працевлаштований;1093;лев;Дракон;65; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
"Споживчий кредит ""Лояльний"" 130%";25323,28;Сумська область;Жінка;Одружений (-на);15;Середня - технічна;торгівля та послуги;8200;5;Так;ФОП;729;скорпион;Дракон;40; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;6465,52;Київ;Жінка;Вдова (-ець);38;Вища освіта;інша;6000;4;Так;Офіційно працевлаштований;729;скорпион;Бык;68; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;14573,99;Київ;Жінка;Розлучений (-на);10;Середня - технічна;торгівля та послуги;6500;8;Так;Офіційно працевлаштований;1093;дева;Кролик;30; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;16816,14;Дніпропетровська область;Чоловік;Неодружений(-на);9;Вища освіта;виробництво;13000;5;Так;Офіційно працевлаштований;1093;весы;Обезьяна;25; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;5605,38;Запорізька область;Чоловік;В громадянскому шлюбі;30;Середня - технічна;торгівля та послуги;8000;7;Так;Офіційно працевлаштований;1093;близнецы;Петух;48; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;10373,44;Харківська область;Чоловік;Одружений (-на);2,5;Вища освіта;виробництво;9000;0;Ні;Офіційно працевлаштований;181;овен;Собака;23; не змінювалось місце роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Миколаївська область;Чоловік;Одружений (-на);20;Вища освіта;інша;10200;1;Ні;Офіційно працевлаштований;1093;рыбы;Бык;56; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Споживчий кредит з довiдкою про доходи;116822,43;Полтавська область;Чоловік;Одружений (-на);11;Вища освіта;торгівля та послуги;68739,94;14;Так;ФОП;1460;весы;Змея;28; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
"Споживчий кредит ""Лояльний"" 130%";26939,66;Харківська область;Жінка;Одружений (-на);31;Середня - технічна;державна служба;8996,55;1;Так;Офіційно працевлаштований;728;лев;Обезьяна;49; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;22421,52;Сумська область;Чоловік;Розлучений (-на);17;Вища освіта;виробництво;7000;11;Так;Офіційно працевлаштований;1095;весы;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Дніпропетровська область;Жінка;Одружений (-на);30;Вища освіта;державна служба;13000;7;Так;Офіційно працевлаштований;1095;овен;Собака;47; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;3232,76;Кіровоградська область;Чоловік;Одружений (-на);42;Середня - технічна;інша;3000;2;Ні;Не працює;728;весы;Дракон;65; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;11929,46;Харківська область;Чоловік;Одружений (-на);30;Середня - технічна;виробництво;7838,48;1;Ні;Офіційно працевлаштований;364;козерог;Обезьяна;25; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Полтавська область;Жінка;Одружений (-на);10;Незакінчена вища;виробництво;9500;1;Ні;Офіційно працевлаштований;1095;рак;Свинья;46; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;11210,76;Харківська область;Чоловік;Неодружений(-на);3;Середня - технічна;с/господарство;4000;2;Ні;Офіційно працевлаштований;1095;рыбы;Петух;24; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;26939,66;Львівська область;Жінка;Одружений (-на);3;Вища освіта;торгівля та послуги;8500;2;Ні;Офіційно працевлаштований;728;рак;Лошадь;27; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Запорізька область;Жінка;Неодружений(-на);5;Незакінчена вища;виробництво;10000;8;Так;Офіційно працевлаштований;1095;близнецы;Собака;23; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Споживчий кредит з довiдкою про доходи;116822,43;Київ;Чоловік;Розлучений (-на);30;Вища освіта;інша;89849,17;5;Так;Офіційно працевлаштований;1460;козерог;Кролик;53; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Житомирська область;Чоловік;Розлучений (-на);15;Вища освіта;торгівля та послуги;13700;6;Так;Офіційно працевлаштований;1095;весы;Собака;35; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Споживчий кредит з довiдкою про доходи;50448,43;Харківська область;Чоловік;Одружений (-на);30;Середня - технічна;інша;15162,83;0;Ні;Офіційно працевлаштований;1095;дева;Коза;50; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Київ;Чоловік;Одружений (-на);24;Середня - технічна;інша;7800;1;Ні;Офіційно працевлаштований;1095;овен;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;5186,72;Полтавська область;Чоловік;Одружений (-на);2;Середня - технічна;торгівля та послуги;7000;4;Ні;Офіційно працевлаштований;364;рак;Крыса;21; не змінювалось місце роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;22421,52;Харківська область;Чоловік;Неодружений(-на);20;Середня - технічна;будівництво;8000;1;Так;Офіційно працевлаштований;1095;рыбы;Кролик;54; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Харків;Жінка;Неодружений(-на);3;Середня - технічна;торгівля та послуги;10000;4;Так;Офіційно працевлаштований;1095;рыбы;Змея;28; не змінювалось місце роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Львівська область;Жінка;Розлучений (-на);24;Середня - технічна;торгівля та послуги;11000;2;Так;Офіційно працевлаштований;1460;телец;Кролик;42; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;10775,86;Київ;Жінка;Неодружений(-на);10;Незакінчена вища;торгівля та послуги;6000;3;Так;Офіційно працевлаштований;728;рак;Лошадь;27; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;13452,91;Харків;Чоловік;Одружений (-на);20;Вища освіта;торгівля та послуги;10000;1;Так;ФОП;1095;весы;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
"Споживчий кредит ""Лояльний"" 130%";3232,76;Черкаська область;Чоловік;Розлучений (-на);39;Середня - технічна;інша;5600;4;Так;Офіційно працевлаштований;728;близнецы;Лошадь;63; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;21551,72;Донецька область;Чоловік;Одружений (-на);10;Середня - технічна;виробництво;5000;0;Так;Офіційно працевлаштований;729;лев;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;4652,47;Чернігівська область;Жінка;Одружений (-на);20;Середня - технічна;державна служба;7000;7;Так;Офіційно працевлаштований;1095;лев;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;10089,69;Харківська область;Жінка;Одружений (-на);24;Середня - технічна;інша;3262;3;Так;Офіційно працевлаштований;1095;скорпион;Дракон;40; не змінювалось місце роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;14522,82;Харків;Чоловік;Неодружений(-на);12;Середня - технічна;торгівля та послуги;6000;1;Так;Офіційно працевлаштований;364;овен;Тигр;31; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;4310,34;Харківська область;Чоловік;Одружений (-на);26;Середня - технічна;інша;4100;5;Так;Офіційно працевлаштований;729;овен;Тигр;43; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;20746,89;Харків;Жінка;Вдова (-ець);31;Вища освіта;державна служба;6800;1;Ні;Офіційно працевлаштований;364;скорпион;Лошадь;51; не змінювалось місце роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;20746,89;Харківська область;Жінка;Одружений (-на);33;Вища освіта;торгівля та послуги;20000;5;Так;Офіційно працевлаштований;364;скорпион;Дракон;52; була зміна місця роботи;має власну нерухомість;має власний автомобіль;нет прострочки
"Споживчий кредит ""Лояльний"" 130%";5186,72;Харківська область;Жінка;Одружений (-на);37;Середня - технічна;торгівля та послуги;4300;4;Так;Офіційно працевлаштований;364;лев;Бык;56; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;3112,03;Харків;Жінка;Одружений (-на);24;Вища освіта;державна служба;4300;1;Ні;Офіційно працевлаштований;179;близнецы;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;6726,46;Запорізька область;Чоловік;Розлучений (-на);43;Вища освіта;інша;5000;2;Так;Офіційно працевлаштований;1095;водолей;Собака;59; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;15560,17;Харків;Жінка;Неодружений(-на);40;Вища освіта;державна служба;4741,85;1;Ні;Офіційно працевлаштований;364;дева;Крыса;57; була зміна місця роботи;не має власної нерухомості;має власний автомобіль;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Полтавська область;Чоловік;В громадянскому шлюбі;15;Вища освіта;державна служба;9000;1;Ні;Офіційно працевлаштований;1095;телец;Дракон;41; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Миколаївська область;Жінка;Неодружений(-на);3;Вища освіта;державна служба;5500;2;Так;Офіційно працевлаштований;1095;водолей;Петух;24; не змінювалось місце роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;20746,89;Дніпропетровська область;Жінка;Одружений (-на);40;Середня - технічна;державна служба;10000;0;Ні;Офіційно працевлаштований;364;овен;Бык;68; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;11210,76;Миколаївська область;Чоловік;Розлучений (-на);25;Середня - технічна;інша;6000;4;Так;Офіційно працевлаштований;1095;козерог;Свинья;46; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;28026,91;Київ;Чоловік;Одружений (-на);30;Вища освіта;торгівля та послуги;10000;6;Так;Офіційно працевлаштований;1095;козерог;Собака;59; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;16816,14;Київ;Чоловік;Одружений (-на);28;Середня - технічна;торгівля та послуги;12500;5;Ні;Офіційно працевлаштований;1095;дева;Тигр;55; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;26939,66;Київ;Жінка;Розлучений (-на);23;Середня - технічна;торгівля та послуги;6000;1;Так;Офіційно працевлаштований;546;телец;Петух;48; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
"Споживчий кредит ""Лояльний"" 130%";10775,86;Харківська область;Жінка;Вдова (-ець);35;Середня - технічна;інша;3322,45;1;Так;Офіційно працевлаштований;546;рак;Собака;59; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;26939,66;Харків;Жінка;Одружений (-на);36;Вища освіта;державна служба;6624,18;3;Так;Офіційно працевлаштований;729;скорпион;Обезьяна;49; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
"Споживчий кредит ""Лояльний"" 130%";7847,53;Полтавська область;Жінка;Одружений (-на);25;Середня - технічна;торгівля та послуги;5000;1;Так;Офіційно працевлаштований;1095;телец;Кролик;54; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;16163,79;Київ;Чоловік;Неодружений(-на);15;Середня - технічна;торгівля та послуги;6500;1;Ні;Офіційно працевлаштований;729;рак;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;16702,59;Чернігівська область;Чоловік;Одружений (-на);8;Вища освіта;торгівля та послуги;8000;1;Так;ФОП;729;рак;Тигр;31; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
овердрафт до пластиково  картки;9000;Київ;Чоловік;Одружений (-на);12;Вища освіта;фінансова;13373;3;Так;Офіційно працевлаштований;724;рыбы;Дракон;41; була зміна місця роботи;має власну нерухомість;має власний автомобіль;нет прострочки
Cпоживчий кредит без довiдки про доходи;28026,91;Дніпропетровська область;Чоловік;Одружений (-на);30;Вища освіта;інша;20000;1;Так;Офіційно працевлаштований;1095;близнецы;Петух;60; була зміна місця роботи;має власну нерухомість;має власний автомобіль;нет прострочки
Cпоживчий кредит без довiдки про доходи;26939,66;Дніпропетровська область;Чоловік;Неодружений(-на);13;Середня - технічна;будівництво;15000;5;Так;Офіційно працевлаштований;729;лев;Кролик;30; була зміна місця роботи;не має власної нерухомості;не має власного;есть прострочка
"Споживчий кредит ""Лояльний"" 130%";4979,25;Черкаська область;Жінка;Одружений (-на);18;Вища освіта;державна служба;5000;3;Так;Офіційно працевлаштований;364;телец;Змея;40; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;5605,38;Київ;Жінка;Одружений (-на);15;Середня;виробництво;10000;7;Так;Офіційно працевлаштований;1095;дева;Обезьяна;37; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
Cпоживчий кредит без довiдки про доходи;26939,66;Сумська область;Чоловік;Одружений (-на);40;Середня - технічна;торгівля та послуги;10000;2;Так;ФОП;729;рыбы;Собака;59; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;9698,28;Черкаська область;Чоловік;Розлучений (-на);10;Вища освіта;виробництво;9500;3;Так;Офіційно працевлаштований;729;весы;Змея;28; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;6726,46;Харківська область;Жінка;Розлучений (-на);30;Середня;інша;5000;6;Так;Офіційно працевлаштований;1095;рак;Петух;48; була зміна місця роботи;має власну нерухомість;не має власного;нет прострочки
Cпоживчий кредит без довiдки про доходи;10373,44;Харківська область;Жінка;Неодружений(-на);43;Середня - технічна;інша;2900;1;Так;Не працює;364;овен;Крыса;69; була зміна місця роботи;не має власної нерухомості;не має власного;нет прострочки
"Споживчий кредит ""Лояльний"" 130%";4484,3;Запорізька область;Чоловік;Неодружений(-на);18;Вища освіта;виробництво;9000;16;Так;Офіційно працевлаштований;1095;рыбы;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;есть прострочка
