CLIENT_TOGETHER INCOME;LOAN_OUTSTANDINGLOANSCOUNT;DELAY
3200;3;1
8000;2;1
8000;6;1
5000;3;0
9000;6;1
5700;1;1
4285,34;4;0
7000;1;0
25284,38;5;1
3200;2;0
5100;2;0
10000;2;1
14691,85;0;0
9300;1;0
8000;4;1
6000;1;0
3700;3;0
8000;1;1
9000;0;0
5200;5;1
6000;1;0
6272,88;3;0
5000;1;1
4156,67;3;1
20521,11;1;0
15000;6;0
5800;2;1
8500;2;1
6000;1;1
25000;3;0
8000;2;1
3617,19;2;0
12000;6;1
8900;5;1
3849,2;0;0
8500;4;1
8000;2;0
4740;0;0
7500;9;1
5500;4;0
2200;5;0
8000;2;0
10000;2;0
5742,42;3;0
15000;2;0
4200;0;1
14000;10;1
4000;2;0
12000;1;0
8000;2;0
10000;4;1
2100;2;0
10000;6;0
5500;3;1
3180;2;0
29785;1;1
11500;5;1
4300;8;0
5000;1;0
6700;6;1
5000;3;1
8500;4;1
8000;1;0
11000;5;0
4474,81;1;0
4500;1;0
12000;1;0
12000;2;0
7000;3;1
6000;1;1
3500;4;0
5800;2;0
12000;2;0
8800;7;0
4500;2;0
10000;2;0
5000;2;0
2884,99;3;0
3931,95;4;1
30000;8;1
6800;1;0
10116,64;5;1
4000;2;0
3800;2;0
4600;1;0
7000;2;0
7000;1;1
7500;2;0
20000;10;1
8500;2;1
3200;4;1
6800;2;1
8000;3;1
5352,94;3;1
8500;5;1
9800;2;1
6000;1;0
3578;5;0
7000;4;0
5500;7;0
10000;4;0
7000;7;1
8000;4;0
2945;5;0
5000;2;1
3178,86;6;1
4650;3;0
7000;1;1
9850;0;0
3500;3;1
12000;2;0
4000;3;1
5000;5;0
15000;2;0
7300;3;0
10000;3;1
9000;3;1
9300;1;0
8000;0;1
8000;1;1
7800;1;0
63888,67;7;0
20139;4;0
3601,96;5;0
10000;1;0
7000;3;0
7157,1;1;0
8600;6;0
4700;2;0
7000;2;1
8000;1;1
2615,46;1;0
2132,13;0;0
4800;8;0
2200;0;0
5001,32;4;0
7000;2;0
9399;4;1
4286,41;1;0
7500;1;1
8000;1;0
10000;2;1
12000;8;1
3000;0;0
7500;10;1
4000;2;0
5500;4;0
8432,01;3;0
15207,94;1;1
5000;5;0
6717;3;1
7000;8;1
6000;4;1
8000;3;1
5000;1;0
7000;0;0
7000;1;1
8600;2;1
5500;4;1
6000;0;0
5500;2;0
4000;2;0
7000;5;0
10484,23;1;0
4500;5;1
6568,8;2;0
6800;3;0
5200;3;1
16000;8;1
7500;4;0
15000;1;1
4500;4;1
8500;3;0
3859,67;4;0
7000;0;1
6500;3;0
9000;3;1
13000;3;0
8500;2;1
9200;1;1
8600;2;1
7736;6;0
6951,46;1;0
7000;2;1
9000;1;1
7000;3;1
10000;2;0
2500;2;0
8000;5;0
12000;6;1
7000;3;0
10000;4;1
17000;11;1
15000;4;0
6000;3;0
17000;10;1
8000;3;1
10000;1;1
12000;5;0
7000;1;0
3200;0;0
6500;1;0
25000;2;0
15000;1;1
4245,01;1;0
15000;6;1
5000;4;0
6500;9;0
10000;5;1
2484;4;0
7500;2;0
4500;3;1
3800;2;1
8500;2;1
8000;3;0
7500;2;1
7000;6;1
14000;3;1
6500;2;1
8000;0;0
8500;4;1
10000;4;1
12000;2;1
10000;3;1
7000;1;1
5003,71;2;0
5655;2;1
5000;2;1
3200;1;0
4500;2;1
8500;1;1
7000;2;1
7000;2;0
6000;2;0
12000;6;1
5609,08;2;0
6200;6;0
19036,91;3;1
9000;4;1
6800;1;1
7500;1;1
7053,05;2;0
7500;1;1
4960;2;0
4500;2;0
10000;1;0
5000;4;1
5500;2;1
8000;3;1
4488,7;3;0
7300;2;0
3100;1;0
10000;2;1
8000;2;0
3179,05;3;0
7000;2;0
3172;2;0
14000;4;0
5000;1;1
12500;3;0
19800;4;1
15000;4;1
7000;1;0
8500;5;0
6000;2;1
7500;2;0
5550;1;0
5000;2;0
5700;2;1
17000;7;0
10700;5;0
7500;1;0
6400;0;0
9000;1;0
8000;3;1
7727,93;3;0
10194,5;3;0
15000;1;1
5000;2;0
4205,21;2;0
5537;3;0
6500;2;1
2575;5;0
6000;1;1
4000;0;0
11000;3;1
2881,14;0;0
7000;2;1
68461,56;8;1
6224;2;0
12476,33;1;1
2507;2;0
8000;4;1
6000;3;1
5500;2;1
9000;6;1
6500;2;1
9000;3;1
7500;2;0
15000;3;1
12000;2;1
5678,19;1;0
3010,25;2;0
6200;2;1
10903,12;4;1
7800;3;1
12000;3;1
10000;3;1
6322;2;0
10000;2;0
7000;3;1
5000;1;1
3900;3;1
13000;2;1
11000;4;0
4000;0;0
6500;0;1
4800;1;0
6500;6;1
8000;1;1
8000;1;1
5000;1;0
25000;2;0
6000;3;0
2749,67;2;0
7000;3;1
7000;4;1
12000;3;1
6000;11;1
7500;5;1
10223;1;0
8200;2;0
7602,06;7;0
5500;2;0
5000;1;0
20000;5;0
20000;4;1
28891,06;5;0
6400;4;0
57601;5;0
2600;4;0
6950;5;0
9000;6;0
6000;4;1
5000;1;1
9646;1;0
4500;3;0
2670;1;0
7000;1;1
8500;2;1
12000;2;1
6000;2;0
20125;3;1
7500;5;1
3200;3;0
6000;6;0
4300;3;1
3500;4;1
4382,47;1;0
99778,56;1;0
11269,72;1;0
4500;3;0
5000;2;0
5000;3;0
5200;5;1
17230;0;1
8500;1;1
12000;2;1
164704,44;3;1
4840,29;2;0
5000;2;0
9000;1;1
15000;4;0
10653,04;1;1
4500;5;1
30000;21;1
12000;4;1
6500;2;1
7000;3;0
20000;1;1
7000;3;0
5047,92;0;0
3500;2;0
123154,65;2;0
4393,58;4;0
8000;2;1
10000;3;1
7500;2;1
5500;2;1
8000;3;0
16000;6;1
3200;1;0
3200;1;0
4925,33;4;0
16061,46;5;0
2500;1;0
3604,16;6;1
20000;4;0
6500;7;1
6000;0;0
9991,64;2;0
10000;5;1
5300;5;1
7500;1;1
9500;2;1
10000;5;1
5000;0;1
5200;6;0
15000;2;1
12000;5;1
4682,88;5;0
3200;2;1
4800;4;1
5781,45;1;0
8000;5;1
10000;9;1
7000;1;0
6500;5;0
2500;2;1
80000;1;1
11000;3;1
6600;2;1
2038;0;0
5000;1;1
12000;4;1
7500;4;1
7000;2;0
12000;1;0
9660;4;1
3800;3;1
5500;1;1
3116,17;1;0
15000;3;1
4093,83;1;0
6000;1;1
4156,64;4;0
7000;5;0
2544;2;0
4500;5;1
5500;1;0
4200;1;1
17000;3;0
6000;4;0
7000;1;1
7500;0;1
8000;7;0
2500;3;0
10000;2;1
3000;3;0
4200;2;0
6458,74;0;0
7000;3;1
8000;2;0
2461,95;5;0
8500;6;1
8500;1;1
3500;1;0
6000;6;1
10000;1;1
4600;4;0
2100;0;0
6000;2;0
30000;1;0
5000;3;0
2967,08;3;0
6500;5;0
13000;3;1
15000;5;1
9000;4;1
10000;6;1
9660;1;0
5000;2;1
6500;3;0
7293;1;1
19000;2;1
14500;2;0
20000;8;1
3115,91;3;0
6000;8;1
9000;1;0
8000;8;1
4500;1;0
12000;7;1
12000;0;0
11455,15;6;0
71000;4;0
175000;12;1
7108,33;2;1
9000;1;0
3700;4;0
13000;6;1
2370;1;1
2784,63;2;0
8000;1;0
9129,52;7;0
3200;0;0
5000;8;1
2300;2;0
7000;4;1
14000;2;1
8500;3;1
15000;4;0
9200;4;1
10000;2;1
11200;5;0
6500;2;0
32585;8;0
10000;1;1
6202,71;3;0
4200;1;1
4590,3;3;0
15000;3;0
4500;5;1
3413;2;0
10200;4;0
7000;2;1
7000;1;0
3200;1;1
5934,71;4;0
7500;2;1
55000;6;1
7000;3;1
12000;7;1
5500;3;0
10896,21;4;0
9779,52;3;1
3500;4;1
6000;2;1
5009,86;2;0
15566;7;1
6500;1;1
3600;3;1
3200;1;0
12149,63;2;0
10000;1;1
8500;1;1
72884,83;2;0
13000;6;1
3072,2;2;0
4974,35;4;0
5238,67;0;0
3500;2;0
10000;7;1
8000;2;1
9000;3;1
10000;4;1
11892,67;4;0
17000;2;1
8000;3;1
8000;2;1
6500;1;0
12500;3;1
3400;3;0
5700;1;1
6000;2;1
9000;6;1
7000;2;1
7000;3;0
9000;3;1
4493,84;2;0
4921,42;3;0
9000;1;0
7000;2;1
10000;0;0
10000;1;0
6960;5;0
4612,69;2;0
8000;5;1
10000;5;0
10000;1;1
6000;2;0
10000;1;0
2754,07;2;1
10000;8;1
12528,33;4;0
120433,21;6;0
8000;3;1
16000;7;1
8000;1;1
10000;7;1
7000;5;0
10500;2;1
8500;1;1
60000;7;1
64724,4;6;0
5700;1;0
4000;1;0
5300;3;0
8500;4;0
10000;3;1
6000;7;1
16000;5;1
3816,22;3;0
9000;6;0
4000;5;0
7000;1;0
7000;3;1
9500;4;1
5200;3;1
8000;6;1
12428,14;0;0
4000;1;0
7000;5;0
8500;1;1
7000;8;1
7000;2;0
8500;3;0
4750;5;0
6869,23;2;0
5500;2;0
8500;2;1
9200;2;0
6500;3;0
65597,65;6;0
40000;9;1
7100;5;0
2500;3;0
8600;1;1
4436,41;2;0
3800;1;0
5000;3;0
4000;1;0
10000;1;1
6800;0;0
12352,1;3;0
4800;1;0
7800;2;1
8500;1;1
7000;1;0
12000;1;1
8000;2;1
6800;3;0
5700;2;1
15000;3;0
10000;2;1
6085,41;2;0
6687;4;0
5000;1;0
7000;0;0
10000;1;1
6000;2;0
4000;2;1
17000;1;0
6000;2;1
26015,1;4;1
8000;4;1
6000;2;0
6000;2;1
3000;1;0
4500;2;1
2800;0;0
9600;6;1
8629,36;2;0
8000;2;1
10000;3;0
7000;2;0
4991,03;5;0
7100;6;1
7500;1;1
9000;1;1
9000;3;1
6500;3;0
22325;5;0
8500;1;0
8500;1;0
2161,24;0;0
6000;1;0
4500;5;0
16811,67;4;0
6000;3;0
7000;4;1
7800;3;1
8500;7;0
40414,01;9;0
7000;4;0
10000;1;1
28200;2;1
9525,47;2;0
10000;2;0
6000;6;1
15000;1;0
10000;2;0
5200;5;0
17500;5;1
6000;2;1
14000;6;1
8000;1;1
8000;1;1
6180;2;1
6529,99;0;0
7000;1;1
5500;4;1
2600;2;1
79298,61;5;1
5650,15;5;0
5500;3;1
7000;0;1
10000;2;0
4520,78;3;0
8500;2;1
35650;3;1
9000;1;1
8000;1;1
4448,86;2;0
8000;1;1
3800;9;0
15000;5;1
5574,37;1;0
8000;3;1
9000;3;1
7000;11;0
5000;3;0
22719,58;6;0
4500;1;0
7800;2;1
54072;9;0
20809;2;1
2382;1;0
7000;2;0
4746,23;6;0
17414;3;0
7500;1;0
5000;4;1
8000;5;1
4000;2;1
20000;0;1
7000;1;1
12000;5;1
19773,63;2;0
11000;5;1
8000;3;1
10600;1;0
11500;17;1
27200;4;0
4877;2;0
2544;2;0
11000;4;0
3686,25;4;0
7000;5;0
7000;6;0
5000;3;1
3280;1;0
5000;11;1
2724,05;3;0
4082,07;2;0
8500;6;0
12000;3;1
14087,5;3;1
4471,89;2;0
9000;5;0
5500;1;1
7200;9;0
9000;7;0
4000;0;0
4500;6;0
13000;5;1
5781,99;4;0
4500;1;0
8000;1;1
7200;5;1
1909,35;2;0
3746,31;2;0
8000;1;1
220326,72;7;0
4600;6;0
10000;2;1
4500;1;0
4000;1;1
5500;4;1
6000;4;0
10000;3;1
5781,05;3;0
11000;4;1
7200;4;0
10700;3;1
6000;0;1
9000;3;1
26770;2;1
8000;1;0
10000;2;0
5000;1;1
5500;2;0
8500;1;1
4000;0;1
3579,05;2;0
10000;4;0
33224,4;7;0
10000;2;1
3500;2;1
4500;4;1
4500;4;1
6919,62;1;0
5500;5;1
7500;4;1
9000;3;0
10000;1;1
7200;3;0
9000;2;0
5500;1;0
7000;3;1
3200;0;0
3200;1;0
8000;3;1
2531,6;4;0
11400;2;0
10000;4;1
6000;3;0
7500;3;0
10200;2;0
5000;6;0
10000;3;1
4500;9;1
4367,17;3;0
1900;1;1
6000;2;0
10000;4;0
5600;7;1
2247,44;1;0
6500;2;0
6000;1;0
6000;2;0
3500;3;1
6500;4;0
7000;3;0
10500;4;1
6600;1;1
7000;2;0
11000;1;1
3722,45;2;0
18000;1;0
18223,87;3;1
11000;5;1
12000;4;1
8000;1;1
5800;3;0
7500;1;0
13200;5;1
9342,67;1;0
10000;2;1
9000;0;0
7000;5;1
6200;2;0
13000;7;0
8200;4;0
66660;3;0
13500;8;1
7000;4;0
9500;3;0
10000;4;0
3000;4;0
8800;3;0
8000;2;1
3500;3;0
8000;0;0
7496;4;1
6000;2;1
28000;7;1
6055,67;4;0
2444,95;3;0
14000;4;1
20868,01;6;0
6000;3;0
8000;2;1
4200;2;0
30292,22;1;1
9000;2;1
7500;5;0
6000;3;0
37071,9;1;1
5000;1;0
6500;4;1
7000;7;1
6317,81;1;0
7500;2;1
5800;4;0
15000;3;1
9000;0;1
12500;4;0
30000;4;1
5500;5;1
10000;0;0
83333;2;0
5500;1;1
7800;3;1
11000;4;1
7000;0;0
9000;2;1
8000;3;0
10000;2;0
8000;10;1
32744;3;0
5500;5;1
6858,39;1;0
7399,2;2;0
6500;5;0
12000;1;1
7650;7;0
13000;4;1
10000;6;0
8000;2;0
8000;3;1
7000;4;1
5500;1;1
12000;5;0
15700;0;0
121000;2;0
9000;2;1
6274,81;3;0
6000;7;0
5500;3;1
2651,8;2;0
12000;5;1
12000;1;1
10000;2;1
4800;2;0
12000;2;0
8000;2;1
7000;3;1
10000;4;0
8000;6;0
7000;4;1
12500;2;1
54942,8;4;0
7000;3;0
25000;0;1
10000;3;1
50538,66;7;1
17518,48;1;0
4500;0;0
10000;2;1
15000;3;0
6750;3;0
8000;4;1
7000;1;1
8000;0;1
10000;6;1
7000;3;1
10500;3;0
11500;2;1
6000;4;1
44414,88;6;0
4000;0;0
5500;1;0
7000;7;0
4000;2;1
4500;5;1
2152;1;0
4792,5;3;0
6200;0;0
5000;1;0
10000;7;1
7300;1;0
26388,89;0;0
6803;6;0
12000;0;0
4175,41;10;0
2894,26;1;1
7500;2;0
10000;1;0
7000;3;1
8000;2;1
18000;5;1
6000;3;1
15000;6;0
10014,43;2;0
4586,96;1;0
15000;1;1
8000;5;0
5400;4;0
11000;2;1
6000;0;1
7500;2;1
11000;5;1
7000;2;1
11000;0;0
8623;4;1
6960;5;0
10000;3;1
5000;1;1
7000;2;0
7000;2;1
4000;6;0
4301,26;3;0
8500;1;1
9257,5;4;0
15000;3;1
7500;2;0
3678,49;3;0
5000;5;1
5500;4;0
3941;2;0
7000;5;0
6500;4;0
2576;2;0
9500;2;1
8500;1;0
10000;2;1
6000;1;0
5789,29;1;0
8000;4;0
4800;1;0
9000;6;1
8216,38;4;1
4568,42;2;0
7000;2;1
13942,63;1;0
4800;1;1
4800;2;1
5983,34;1;1
2972;4;0
8000;5;1
5044,46;4;0
7000;1;0
6700;6;1
4573;2;0
3300;1;0
4000;2;0
5230;1;0
11000;4;1
10600;3;1
5836;7;0
3200;4;1
5000;3;1
6000;4;1
19000;6;1
8500;3;1
6862,54;2;0
9000;6;1
6800;3;0
6000;2;0
4600;2;1
10372,33;2;0
6000;6;0
7000;1;0
3181,77;2;0
6000;6;1
2918,32;2;0
5000;1;1
7700;2;0
9000;1;1
12500;3;0
12000;2;1
6520,5;2;1
5000;2;0
4900;6;0
3700;3;0
9000;4;0
7100;2;1
8000;2;0
10000;2;0
5000;2;0
10045,37;5;0
4000;4;1
7989,86;3;0
7000;7;1
3825;0;0
8000;5;1
20000;5;1
8000;2;1
10000;2;1
9300;4;0
9000;2;0
9000;2;1
6500;2;1
8500;2;1
5000;1;1
10000;1;1
4700;2;0
6000;4;0
4700;2;0
5000;1;1
8000;1;1
4000;2;1
5000;2;0
3000;2;1
5000;1;0
47900;5;1
8500;1;1
6000;6;1
8500;2;0
15000;3;0
13500;3;0
20000;1;0
4000;1;1
10000;3;1
6000;2;1
7500;2;0
5000;1;0
4500;3;1
9400;3;1
8000;2;0
6748,81;1;1
14331,4;1;0
7000;2;1
3200;3;0
7000;2;1
66314,08;8;0
10000;2;1
7800;2;1
10000;1;0
6500;4;1
58750,58;5;0
10166,46;0;0
13479,38;6;1
4000;2;1
8500;3;1
25345;8;1
6293,3;2;0
8000;4;1
6133;0;0
9000;2;1
4000;1;0
12000;3;1
10000;5;1
15000;2;1
12081,69;2;1
4500;0;0
7200;1;1
249464,46;8;0
5700;1;0
6000;1;0
9000;3;0
3267;1;0
3600;3;0
4428,4;4;0
8000;4;0
7000;2;1
5000;1;1
7728;4;1
7000;7;1
12000;2;1
26421;6;1
10000;2;1
9000;1;1
10000;3;1
10000;3;1
10000;2;0
7000;4;1
70200;5;1
8000;5;1
7500;3;0
20000;3;1
7000;1;0
8000;5;1
2713,74;1;0
6000;3;0
7684,03;3;0
2800,92;1;0
10000;1;1
8500;6;1
6000;2;1
7000;5;1
9000;1;1
6100;1;1
7500;5;1
2900;2;1
26618,67;5;1
10042,22;1;0
25188,22;6;0
10000;6;1
6144,45;1;0
6000;5;0
6000;0;0
8000;3;0
3130;3;1
4000;8;0
2732;0;0
7000;3;0
6000;4;1
6500;3;0
92889,32;5;0
8500;2;1
6000;3;1
9000;2;1
8200;2;1
6200;2;0
4300;1;0
10000;1;1
15000;2;1
4500;0;0
6000;6;1
7000;2;1
8500;1;1
8272,43;1;0
5000;1;0
10100;4;1
7400;9;1
6000;1;1
10000;3;1
7500;3;1
6000;0;0
6800;1;1
65025,83;3;0
11000;3;1
10000;3;1
4000;1;0
3500;2;1
8000;4;1
10000;4;1
9000;4;1
79166,66;7;0
69943,33;8;0
15000;5;1
7500;3;1
5400;0;0
6000;1;1
2500;3;0
30791,15;1;0
11267,54;4;0
10500;9;1
10000;1;1
12000;5;0
7500;4;1
5000;5;1
7500;2;1
4500;2;1
8000;1;1
2200;4;1
4241,24;2;0
5000;4;0
16415;3;1
4241,24;2;0
5452;5;0
7500;2;1
7000;2;1
7800;1;1
12000;1;0
42000;8;1
3360,11;2;0
8500;1;1
12500;1;0
18000;5;0
4000;1;0
79472,13;7;0
6510,17;2;1
18880,03;8;0
9337,94;6;0
4000;2;0
7000;3;1
20000;4;1
4734,66;5;0
7000;1;0
7500;5;0
6500;2;1
7500;1;0
8000;8;1
15000;1;1
4000;2;0
12000;3;0
15000;0;1
5000;1;0
3500;1;0
6000;1;0
4100;1;1
35935,67;8;0
11963;2;0
7200;1;0
6500;2;1
7500;2;0
6500;4;1
6299,17;0;0
10000;5;0
16000;1;0
7000;0;0
4100;2;0
12675;3;0
7000;2;1
5500;4;0
9000;1;1
6900;2;0
9597,49;2;0
4700;1;0
6500;2;0
5600;2;0
10000;3;0
5000;2;0
2723,54;4;0
6000;1;1
5000;4;0
5500;1;0
8500;2;0
7000;2;1
8239,57;3;0
10000;1;1
5500;5;1
7911,03;1;0
6000;0;0
6500;3;0
5534,29;0;0
36225;2;1
10000;4;1
7000;0;0
6406,87;4;0
2000;0;0
3000;3;0
8000;1;0
8000;1;0
7509,81;2;0
7509,81;2;0
5500;4;0
3106,65;2;0
15000;2;1
6000;1;0
3106,65;2;0
7000;2;1
29062,75;2;0
10000;2;1
10000;5;1
8000;3;0
41076;10;1
10000;1;0
10000;0;0
4500;5;0
124950,62;6;1
2562;4;0
10000;6;1
7500;1;0
6500;6;0
12153,3;3;0
7000;3;1
12861;6;0
52217,63;3;1
7000;4;0
5235,33;5;0
14158;2;1
12500;6;1
3700;2;1
7000;4;0
4578;3;0
6000;1;0
20836,76;5;1
2800;2;1
26833,33;4;1
73486,42;4;0
3500;5;0
2250;1;0
6964;5;0
6500;1;1
89272;6;0
7000;4;1
6000;4;1
3500;0;0
26580,61;8;1
9000;2;1
6355;1;0
5527;4;1
7500;2;0
10000;2;0
4000;3;0
4023,52;4;1
12000;4;0
17000;2;1
3000;1;0
10000;2;1
6500;1;0
6000;0;0
4980,66;2;0
9000;2;0
7000;2;0
7466,59;2;0
9000;2;1
8500;4;1
6500;3;0
4500;2;0
59553,01;2;1
12000;0;0
3714,1;3;0
33173,33;4;0
8000;1;0
10000;1;0
6000;1;0
10000;1;0
4900;2;0
7958,16;5;0
5000;2;0
31785,01;9;1
58000;4;0
6000;2;0
7000;2;1
8694,52;4;0
6200;1;0
7000;3;0
8000;2;1
6000;3;1
5500;5;1
105089;7;1
9500;1;1
8500;1;1
15000;3;1
14500;7;1
15319,33;4;0
10000;1;1
11000;9;0
2000;4;0
10000;2;1
10000;2;1
3600;9;0
5300;2;0
10000;3;0
8000;2;1
7000;7;1
3200;1;1
4500;2;0
10000;3;1
7500;1;1
8000;3;1
9000;1;1
11000;3;1
15000;5;1
5500;1;0
12500;3;0
65354,16;5;1
6000;2;1
5000;5;1
4000;4;0
8000;2;0
8500;2;1
10000;3;1
15000;2;0
9000;5;0
20000;3;0
5500;3;0
65875,83;10;1
4500;3;0
39392,06;1;1
6500;2;1
6454,09;3;0
7500;4;0
7650;7;0
7500;4;1
8000;0;1
10000;1;0
8300;5;1
6000;2;1
7500;2;0
8000;2;1
10000;3;0
7300;2;1
5000;7;0
8600;1;1
8400;3;1
17259,87;3;0
7275,36;3;0
3750;1;0
3600;0;0
13801,18;5;0
2873,45;5;0
6500;3;1
12500;10;1
10000;6;1
12000;4;0
8500;5;1
8000;1;0
10000;5;0
9000;7;0
4000;3;1
4000;0;0
5000;2;0
6000;2;0
6200;7;1
12000;1;1
9975;1;1
17000;4;0
37430,43;1;0
8000;4;1
6200;0;0
4384,01;1;0
10000;3;1
7000;1;0
23735,83;5;0
5500;1;0
12000;6;1
12444,22;3;1
7384,58;1;0
5500;2;0
6687,42;2;0
7000;3;0
4200;0;0
12780;1;0
25000;2;0
7334,8;2;0
6848;4;0
12000;6;0
9000;1;0
15000;1;0
8500;4;1
9800;1;1
6000;1;1
14000;4;1
8000;4;1
11000;1;0
15000;4;1
4000;0;0
7995;1;1
9000;0;0
5100;4;1
3200;1;0
15065,72;4;0
10000;8;1
8500;1;1
6800;5;0
8000;2;1
10500;4;1
7000;2;1
2176,79;3;0
7000;3;1
6500;1;0
4000;1;1
4400;3;0
12760;1;0
7000;3;0
7000;2;1
10000;2;1
5000;2;1
8500;2;0
5000;2;0
7050;4;1
8000;1;0
34676,67;6;0
4600;2;1
6500;6;0
5000;2;1
4800;2;0
7000;1;1
6370;3;0
2500;3;1
5700;3;0
5066,83;2;0
3101,53;1;0
7500;4;1
20742,7;3;0
19618,33;3;0
8000;2;1
2713,14;2;1
4000;0;0
8500;2;1
12000;2;0
9812,83;3;0
10000;7;0
8200;2;1
3723;3;0
10000;2;1
50000;2;1
9063;2;0
8000;2;1
3200;2;0
3200;1;0
10000;0;0
12000;3;0
8000;3;1
3150;2;1
14600,61;1;1
6000;4;0
12000;1;0
6000;2;0
10000;6;0
4200;4;1
5500;3;0
7100;1;0
14000;2;0
5000;3;0
7000;3;1
5200;8;1
4098,63;6;0
10000;2;1
4460,43;0;0
9000;2;1
15000;4;1
4138,33;0;0
8000;2;1
8500;7;0
7000;1;1
8000;1;0
7500;2;1
7500;2;0
7000;1;0
5500;1;0
7000;7;1
8100;1;1
7000;3;0
9500;4;0
8000;4;1
18000;0;1
5600;4;0
3500;2;1
7000;3;0
6000;1;1
8000;3;1
15000;3;0
49530,78;8;0
8000;2;1
6708,33;5;1
5000;4;0
9016,67;3;0
10000;3;0
6000;5;0
19524,16;3;0
5000;2;1
5500;3;1
14900;3;0
12000;3;1
5000;4;1
11206;3;1
15000;2;1
6830,63;5;0
8000;1;0
3700;0;0
12000;3;0
8500;2;1
2852,86;1;0
6700;5;1
8596;1;0
7826,17;0;0
8000;4;0
50000;2;1
18840,47;5;1
6500;2;1
5400;4;0
8500;5;1
82046,53;1;1
5200;4;0
5500;4;1
3700;2;0
5000;5;0
5900,87;2;0
12000;7;1
4100;2;0
7500;4;0
10000;5;1
2746,96;3;0
8000;1;1
10000;1;1
8000;2;1
10000;1;1
2424,83;0;0
10000;1;1
10000;0;0
7500;4;0
5500;2;0
6000;2;0
5000;3;0
121299;4;1
4434,18;1;0
3700;1;1
19137,67;2;1
3106,59;2;1
15060,62;2;0
83134,59;9;0
7000;2;0
6000;1;1
4000;5;0
9000;3;1
8000;0;0
10301,67;2;0
5562;4;0
9000;3;0
15849,71;2;1
19000;3;1
12119,46;1;0
4500;2;0
9000;1;0
11066,67;1;0
4100;1;0
22700;3;0
8000;5;1
30000;1;0
5000;1;1
15000;7;1
3526,99;2;0
74988,33;8;0
9300;9;1
9000;1;1
4000;4;1
23000;5;1
6200;5;0
9233,41;2;0
3201,16;1;1
7000;3;0
11500;2;0
5200;3;0
4348,01;2;0
38708;1;1
9500;9;1
3028,95;4;0
6000;3;1
8000;1;1
76059,29;7;0
4720,76;1;0
7000;2;1
8000;1;0
7700;3;1
9000;4;1
7000;3;0
2967,47;3;0
10000;2;1
6000;1;0
7500;4;1
6080,83;3;0
8000;2;1
11000;8;0
7000;5;0
5500;1;1
8000;3;0
31785,83;9;1
4700;0;0
82595;5;1
6500;1;0
9500;0;0
20000;5;1
8000;1;0
6000;4;1
10000;2;0
11000;7;1
7200;3;0
2692,23;1;0
3900;8;0
3750;3;0
75670,69;5;0
7500;3;0
42748,1;3;0
5200;4;1
8010,49;3;0
3950;1;0
4000;1;0
12000;2;1
4500;4;1
4455,18;5;0
4300;1;1
6400;6;1
62205,83;2;0
15000;4;1
7500;3;1
3500;2;0
8300;1;1
10000;0;0
10000;2;1
7000;3;0
16000;5;1
4000;5;0
9000;4;0
5500;1;0
5538,95;1;0
4900;3;1
18000;4;0
8000;1;0
11000;1;0
33193,33;3;0
5800;3;1
4500;2;1
2500;5;0
8000;6;1
4800;1;0
8000;2;0
5500;3;0
12602,6;7;1
6000;3;1
3961,75;3;0
8000;3;1
3700;1;1
6000;4;1
8500;5;1
80800,68;6;0
9000;2;0
4300;2;0
8500;3;0
5500;1;1
5179,21;3;0
3253,78;1;0
10000;5;1
3750;5;1
10000;1;0
12000;3;1
74711,75;1;0
9000;0;0
58452,08;7;0
6000;4;0
10000;1;0
6000;1;0
10000;4;1
3200;0;0
24219,83;11;1
7100;3;1
12000;2;0
11000;3;1
9750;1;1
4750;6;0
4000;1;0
10000;2;0
5912;2;0
10000;2;1
31375;2;1
8647,18;4;1
7000;2;0
7000;4;1
5073,75;1;0
7000;4;1
4838,15;2;0
3500;1;0
6500;4;0
7500;1;0
12500;1;1
2000;1;0
6000;1;0
5061;2;0
10000;2;0
8000;2;0
10000;1;0
4500;2;0
11000;2;1
6400;2;0
2884,17;1;0
8000;3;0
12000;4;1
9000;8;1
5000;2;1
15000;3;1
4300;3;0
2719,76;5;0
3000;5;0
6200;4;1
7000;5;1
4200;1;0
6000;3;0
5000;3;0
3500;3;1
5000;3;1
6000;2;0
81176,67;3;0
7000;3;1
6074,8;3;0
9000;5;1
6500;0;0
9271;1;1
8000;5;1
10000;2;1
73888,37;3;0
45273,2;3;0
8000;3;1
15508,6;4;1
50000;6;0
10000;0;1
10000;2;1
7000;2;0
11000;2;0
108521,83;7;0
7200;5;0
10000;1;0
4750;4;0
10000;0;0
5000;2;1
6200;3;0
7000;3;1
11359,1;1;0
6125;2;1
8000;3;0
4400;3;0
5770,99;1;0
5000;1;1
4000;1;0
11000;1;1
13000;5;1
11000;1;1
5000;3;0
8800;3;1
32906,67;3;1
6500;4;0
9000;4;1
3700;3;0
6500;1;0
15000;5;1
4500;4;0
10000;3;1
3000;2;0
25537,74;2;1
7495,69;4;0
3804,25;4;0
3630;3;0
7000;0;0
8000;4;1
6800;1;0
15027;4;0
14000;2;0
88270;1;0
8000;2;1
4000;0;1
9800;7;1
6500;2;1
12000;4;1
5500;6;1
7000;4;0
4000;1;0
10000;1;0
8000;1;0
10000;2;0
12383,33;2;0
8000;2;0
12383,33;2;0
6000;2;0
4000;1;0
