"";"LOAN_AMOUNT";"BRANCH_REGION";"CLIENT_GENDER";"CLIENT_FAMILYSTATUS";"CLIENT_TOTALEXPERIENCE";"CLIENT_EDUCATION";"CLIENT_ACTIVITYTYPE";"CLIENT_TOGETHER.INCOME";"LOAN_OUTSTANDINGLOANSCOUNT";"LOAN_OVERDUE_EXIST_FLAG";"EMPLOYMENTTYPE";"LOAN.TERM";"ZODIAC";"ZODIAC_CHINA";"AGE";"CHANGE.WORK";"REAL_ESTATE";"CAR";"DELAY"
"1";-0,816784063056105;13;0;0;0,981711665352206;5;3;-0,620472745184333;-0,421641485732825;0;1;-1,25992952737276;7;9;0,318181292741589;0;1;1;1
"2";-0,217224073273859;13;0;3;-1,29541940774592;4;5;-0,542046129115307;0,892855769973374;1;1;0,879690384637608;1;10;-1,41516066203258;0;1;1;1
"3";-0,288317765098668;10;0;5;0,0871244580636551;0;5;-0,14431114762239;-1,29797298953696;0;4;-1,25992952737276;11;1;0,0167305179982552;0;0;1;1
"4";-0,851804769120017;13;1;4;0,819059445845197;5;3;-0,799733581913535;-0,859807237634891;1;0;0,879690384637608;11;9;0,318181292741589;0;0;1;0
"6";-0,559131766017761;10;0;1;0,900385555598701;5;3;-0,648482250923271;-0,859807237634891;1;1;-0,191583059679487;7;3;0,619632067484924;0;0;1;0
"7";-0,217224073273859;13;0;4;-1,13276718823891;5;5;-0,325812744810707;-0,421641485732825;1;1;0,879690384637608;7;10;-1,41516066203258;0;1;1;0
"9";-0,99293987307265;13;0;4;0,493755006831178;5;1;-0,256349170578141;1,33102152187544;1;1;-1,25992952737276;2;8;0,54426937379909;0;0;1;0
"10";-0,464473575115213;2;0;5;0,412428897077674;5;1;-0,336207632580542;0,0165242661692412;0;1;-1,25992952737276;4;4;0,0167305179982552;0;0;1;1
"11";-0,217224073273859;3;1;4;0,331102787324169;4;1;-0,368387193533893;-0,859807237634891;1;1;0,879690384637608;4;5;0,242818599055756;0;0;1;1
"13";-0,407598395236926;13;1;4;0,0057983483101505;0;3;-0,256349170578141;0,0165242661692412;1;4;0,879690384637608;1;7;-0,360082950430913;0;0;1;0
"15";-0,534514421196938;11;0;1;1,55099443362674;5;6;0,102172502880263;0,892855769973374;0;1;0,879690384637608;7;2;1,67470977908659;0;0;1;0
"16";-0,280681803230815;17;1;4;0,0057983483101505;0;6;0,191802921244864;0,892855769973374;1;1;0,879690384637608;4;2;-0,133994869373412;0;0;1;0
"17";-0,925110003051401;11;1;4;1,38834221411973;0;1;-0,368387193533893;1,76918727377751;1;1;-0,191583059679487;8;11;1,07180822959993;0;0;1;1
"18";-0,559131766017761;18;0;4;0,16845056781716;5;5;-0,536444227967519;1,76918727377751;1;1;-0,191583059679487;2;6;-0,133994869373412;0;1;1;0
"19";-0,925110003051401;14;0;3;0,0871244580636551;5;3;-0,592463239445395;0,0165242661692412;1;1;-0,191583059679487;7;5;0,242818599055756;0;1;1;1
"20";-0,217224073273859;4;1;5;0,331102787324169;0;3;0,0797648982891123;1,33102152187544;1;1;0,876763408013791;11;8;0,54426937379909;0;0;1;0
"21";-0,217224073273859;10;0;3;-0,156853871196859;5;5;-0,390794798125043;1,33102152187544;1;1;0,876763408013791;9;9;0,318181292741589;0;0;1;0
"24";-0,534514421196938;17;1;5;-0,156853871196859;5;5;-0,502832821080794;1,33102152187544;1;1;0,876763408013791;11;4;0,996445535914092;0;0;1;0
"25";-0,254150090505094;17;0;4;-0,482158310210877;5;3;-0,256349170578141;0,454690018071308;1;1;-0,191583059679487;5;5;-0,661533725174247;0;0;1;0
"26";-0,851804769120017;10;0;3;-1,45807162725293;5;3;-0,502832821080794;-0,859807237634891;1;1;0,873836431389973;11;5;-1,49052335571842;1;1;1;0
"27";-0,99293987307265;17;0;4;1,30701610436622;5;3;0,0797648982891123;3,27721135774744;1;1;-1,25992952737276;10;11;1,90079786014409;0;0;1;1
"28";-0,934221081051768;14;0;4;1,30701610436622;4;3;-0,766122175026809;-1,29797298953696;0;1;-1,78971229628368;9;5;2,05152324751576;0;0;1;1
"29";-0,217224073273859;14;1;4;0,16845056781716;0;1;-0,368387193533893;-0,859807237634891;1;1;0,873836431389973;7;1;-0,0586321756875784;0;1;1;1
"30";-0,581910593110876;6;1;3;-0,970114968731905;0;3;0,639955013067868;-0,859807237634891;0;1;-1,78971229628368;6;4;-0,812259112545914;0;1;1;1
"32";-0,851804769120017;14;1;1;1,71364665313375;4;3;-0,760520273879022;-0,859807237634891;0;0;0,873836431389973;8;1;1,82543516645826;0;0;1;0
"33";-1,05165809904743;11;1;4;0,0057983483101505;0;1;-0,614870844036545;-0,859807237634891;1;1;-1,66092532483572;6;2;-0,0586321756875784;0;0;1;0
"34";-0,978720795080029;18;0;5;0,412428897077674;5;3;-0,043476926962214;2,64551877758164;1;1;0,873836431389973;2;4;0,996445535914092;0;1;1;1
"35";-0,254150090505094;11;1;4;1,38834221411973;4;3;-0,58125943714982;-0,421641485732825;0;1;-0,194510036303304;3;4;0,921082842228258;0;0;1;0
"36";-0,254150090505094;13;0;5;0,819059445845197;0;2;-0,256349170578141;0,454690018071308;1;1;-0,194510036303304;8;10;0,468906680113257;0;0;1;1
"37";-0,99293987307265;14;1;4;-0,0755277614433541;5;1;-0,523895969396475;-1,29797298953696;0;1;-1,79263927290749;5;11;0,0920932116840887;0;0;0;1
"39";-0,217224073273859;1;1;4;0,737733336091692;5;3;0,191802921244864;1,33102152187544;1;1;0,879690384637608;0;9;0,318181292741589;0;0;1;0
"41";-0,99293987307265;14;1;3;1,95762498239426;4;3;-0,63951920908681;-0,421641485732825;1;0;-1,25992952737276;6;7;1,52398439171493;0;0;1;1
"42";-0,581910593110876;14;1;4;1,30701610436622;4;3;-0,256349170578141;-0,859807237634891;0;1;-1,25992952737276;7;5;1,14717092328576;0;0;1;1
"44";-0,99293987307265;17;0;4;0,331102787324169;5;3;-0,760520273879022;-0,421641485732825;0;1;-1,25992952737276;6;3;1,59934708540076;0;0;1;1
"45";-1,08101721203482;17;0;1;0,493755006831178;5;3;-0,794131680765747;0,0165242661692412;1;1;-1,25992952737276;9;11;1,90079786014409;0;0;1;1
"46";-0,978720795080029;17;0;4;-0,970114968731905;4;4;-0,648482250923271;1,33102152187544;1;1;0,879690384637608;0;6;-1,11370988728925;0;0;1;1
"47";-0,217224073273859;1;0;4;-0,156853871196859;5;2;-0,14431114762239;0,0165242661692412;1;1;0,879690384637608;11;7;-0,284720256745079;1;0;1;0
"48";-0,217224073273859;4;0;1;0,493755006831178;5;2;-0,256349170578141;0,0165242661692412;1;1;0,879690384637608;9;2;0,770357454856591;0;0;1;1
"49";-0,986105998526276;18;0;3;0,737733336091692;5;3;-0,536444227967519;0,454690018071308;1;1;-0,191583059679487;3;4;1,82543516645826;0;1;1;1
"50";-0,742120884534581;11;1;3;-1,45807162725293;0;2;-0,14431114762239;0,892855769973374;1;1;-0,191583059679487;8;7;-1,18907258097508;1;1;1;1
"53";-0,217224073273859;14;0;0;0,0871244580636551;5;4;-0,0770883338489394;0,0165242661692412;0;1;0,879690384637608;1;0;0,167455905369922;0;0;1;1
"54";-0,99293987307265;14;1;3;0,331102787324169;0;3;-0,75211742215734;0,0165242661692412;1;0;-1,25992952737276;7;6;1,59934708540076;0;0;0;1
"55";-0,288317765098668;3;0;5;0,900385555598701;0;5;-0,200330159100266;-0,859807237634891;1;1;-1,25992952737276;7;3;0,619632067484924;0;0;1;1
"56";-0,758065837081322;17;0;4;1,06303777510571;5;5;-0,570055634854245;-0,859807237634891;1;1;-1,25992952737276;6;5;1,22253361697159;0;0;1;1
"57";-0,534514421196938;7;0;3;-1,37674551749943;5;3;-0,738112669287872;-0,421641485732825;1;0;0,879690384637608;8;10;-1,33979796834675;1;0;1;0
"58";-0,288317765098668;13;1;4;-0,319506090703868;0;5;0,303840944200615;-0,421641485732825;1;4;-1,25992952737276;10;2;-0,133994869373412;0;0;1;0
"59";-0,581910593110876;3;1;3;-0,8887888589784;4;5;-0,14431114762239;0,0165242661692412;1;1;-1,25992952737276;3;11;-0,812259112545914;0;1;1;0
"60";-0,788346473116962;7;0;3;1,30701610436622;0;3;-0,701140121712474;-0,859807237634891;1;0;0,346980639102878;10;0;1,97616055382993;0;0;1;1
"61";-0,217224073273859;15;0;4;0,331102787324169;0;2;0,303840944200615;-0,859807237634891;0;1;0,879690384637608;5;4;0,0167305179982552;0;0;1;1
"62";-1,05165809904743;17;0;4;0,493755006831178;5;5;-0,592463239445395;-0,421641485732825;1;1;-1,25992952737276;4;11;0,167455905369922;0;1;1;1
"63";-0,217224073273859;14;1;3;0,249776677570664;5;1;-0,368387193533893;-0,421641485732825;0;1;0,879690384637608;9;8;0,468906680113257;0;1;1;1
"64";-0,851804769120017;15;1;3;2,44558164091529;5;3;-0,794131680765747;-0,859807237634891;1;0;0,879690384637608;2;1;1,82543516645826;0;0;1;0
"65";-0,986105998526276;13;0;4;1,55099443362674;5;3;-0,80275860853334;-0,859807237634891;0;0;-0,191583059679487;5;0;1,97616055382993;0;0;1;1
"66";-0,729921459021167;18;1;4;1,71364665313375;5;3;-0,62607464633212;-0,421641485732825;1;1;-0,191583059679487;11;7;1,52398439171493;0;1;1;1
"67";-0,693159595158477;18;1;4;-0,482158310210877;5;5;-0,14431114762239;3,08368452948371;1;1;0,879690384637608;8;8;-0,360082950430913;0;1;1;0
"68";-0,680467709539427;8;1;4;1,95762498239426;0;3;-0,536444227967519;0,892855769973374;1;0;0,879690384637608;9;11;1,90079786014409;0;0;1;0
"69";-0,254150090505094;18;0;4;-1,37674551749943;5;5;0,0797648982891123;0,0165242661692412;1;4;-0,191583059679487;3;8;-1,33979796834675;0;1;1;0
"70";-0,581910593110876;2;1;4;0,900385555598701;5;3;-0,632917928774258;-0,859807237634891;0;0;-1,25992952737276;1;7;1,44862169802909;0;0;1;1
"71";-0,534514421196938;14;0;5;0,493755006831178;5;3;-0,682093657809996;0,0165242661692412;1;1;0,876763408013791;0;5;1,22253361697159;0;1;1;0
"72";-0,875502855076986;14;0;3;1,55099443362674;5;3;-0,570055634854245;-1,29797298953696;0;1;-1,25992952737276;6;5;1,22253361697159;1;0;1;1
"73";-0,534514421196938;14;1;4;0,493755006831178;5;3;-0,424406205011768;0,0165242661692412;1;1;0,876763408013791;3;11;0,996445535914092;0;0;1;1
"74";-0,534514421196938;17;1;4;-0,319506090703868;5;3;-0,401998600420618;3,27721135774744;1;1;0,876763408013791;3;3;-0,284720256745079;0;1;1;0
"75";-0,581910593110876;14;1;3;-1,45807162725293;0;3;-0,458017611898494;-0,421641485732825;1;1;-1,25992952737276;0;10;-1,41516066203258;1;1;1;1
"76";-0,559131766017761;4;1;4;0,900385555598701;5;2;-0,469221414194069;-0,859807237634891;1;1;-0,191583059679487;9;7;0,54426937379909;0;0;1;1
"77";-0,851804769120017;11;0;3;0,0871244580636551;2;2;-0,592463239445395;0,892855769973374;1;1;0,876763408013791;7;7;0,54426937379909;0;0;1;0
"78";-0,464473575115213;7;1;3;-1,45807162725293;0;3;-0,14431114762239;-0,421641485732825;1;1;-1,25992952737276;2;9;-1,41516066203258;1;0;1;0
"79";-0,217224073273859;11;1;4;1,46966832387323;0;1;0,639955013067868;2,64551877758164;1;1;0,876763408013791;8;0;1,14717092328576;0;0;1;1
"80";-0,534514421196938;0;0;4;0,412428897077674;0;2;-0,334775786647167;-0,859807237634891;1;1;0,876763408013791;9;0;0,167455905369922;0;1;1;1
"82";-0,217224073273859;11;1;4;1,06303777510571;0;1;0,471897978634242;0,0165242661692412;1;1;0,876763408013791;4;1;0,921082842228258;0;0;0;1
"83";-0,851804769120017;18;1;4;1,06303777510571;5;3;-0,0882921361445145;2,20735302567957;1;1;0,873836431389973;0;6;0,694994761170757;0;0;1;0
"84";-0,464473575115213;14;1;3;-1,05144107848541;0;3;-0,256349170578141;-0,421641485732825;1;1;-1,25992952737276;11;10;-1,33979796834675;0;1;1;1
"86";-0,724888743160005;18;0;4;-0,319506090703868;5;5;-0,682093657809996;-0,859807237634891;1;1;0,873836431389973;4;0;-0,736896418860081;0;1;1;1
"87";-0,978720795080029;7;0;1;0,0871244580636551;5;3;-0,614870844036545;2,64551877758164;1;1;0,873836431389973;2;6;1,67470977908659;0;0;1;1
"88";-0,254150090505094;13;0;4;-1,21409329799242;0;5;-0,256349170578141;-0,859807237634891;1;1;-0,191583059679487;9;3;-1,18907258097508;0;1;1;1
"89";-0,851914016017014;18;0;0;-0,8887888589784;5;0;-0,536444227967519;1,76918727377751;1;1;-0,191583059679487;3;0;-0,736896418860081;1;0;1;0
"91";-0,99293987307265;14;0;5;1,14436388485922;5;3;-0,592463239445395;0,892855769973374;1;1;-1,25992952737276;3;1;0,845720148542424;0;0;1;1
"92";-0,217224073273859;18;1;4;0,981711665352206;5;3;-0,592463239445395;0,0165242661692412;1;1;0,873836431389973;10;7;1,44862169802909;0;1;1;1
"95";-0,954772516747552;18;1;3;-1,37674551749943;5;1;-0,536444227967519;-0,859807237634891;1;1;-1,78971229628368;10;8;-1,33979796834675;1;1;1;0
"96";-0,217224073273859;1;1;5;0,331102787324169;5;5;0,0797648982891123;3,27721135774744;1;1;0,873836431389973;11;1;0,0167305179982552;0;0;1;0
"99";-0,254150090505094;10;1;4;-0,807462749224896;5;2;-0,0322731246666389;0,0165242661692412;1;1;-0,194510036303304;0;1;-0,962984499917581;0;1;1;1
"100";-0,581910593110876;14;1;3;-0,807462749224896;0;2;-0,250747269430354;-0,859807237634891;0;1;-1,25992952737276;6;3;-1,11370988728925;0;1;1;1
"101";-0,559131766017761;14;1;4;1,06303777510571;0;4;-0,424406205011768;0,892855769973374;1;1;-0,194510036303304;3;7;0,54426937379909;0;1;0;1
"103";-0,816784063056105;0;0;3;1,30701610436622;5;1;-0,480425216489644;-0,859807237634891;1;1;-1,25992952737276;0;7;1,52398439171493;0;0;1;1
"104";-0,254150090505094;14;1;4;-1,05144107848541;5;2;-0,570055634854245;-0,859807237634891;0;1;-0,194510036303304;3;6;-1,11370988728925;0;1;0;1
"106";-0,217224073273859;6;0;3;1,30701610436622;5;5;-0,0882921361445145;3,27721135774744;1;1;0,879690384637608;3;11;0,996445535914092;0;0;1;0
"107";-0,559131766017761;18;1;5;1,71364665313375;0;4;0,0797648982891123;1,76918727377751;1;1;-0,194510036303304;1;6;1,59934708540076;0;0;0;1
"110";-0,217224073273859;15;1;3;-1,37674551749943;5;2;-0,463619513046281;1,76918727377751;1;1;0,879690384637608;6;9;-1,41516066203258;1;1;1;1
"111";-0,915263065123072;14;0;0;1,46966832387323;5;3;-0,782927878470172;-0,859807237634891;0;0;0,0776987897116954;3;0;1,97616055382993;0;0;1;1
"112";-0,693159595158477;4;0;4;0,737733336091692;2;5;-0,592463239445395;0,892855769973374;1;1;0,879690384637608;2;9;0,393543986427423;0;0;1;1
"113";-0,254150090505094;18;1;4;-0,970114968731905;5;2;-0,152898862081948;1,33102152187544;1;1;-0,191583059679487;1;7;-1,26443527466092;0;1;1;0
"114";-0,471056125193882;7;0;1;1,06303777510571;0;2;-0,536444227967519;-0,421641485732825;1;1;0,879690384637608;9;1;0,845720148542424;0;0;1;1
"115";-0,851804769120017;4;1;3;0,0871244580636551;5;1;-0,648482250923271;-0,859807237634891;0;1;0,879690384637608;10;7;-0,360082950430913;0;0;1;0
"116";-0,986105998526276;14;0;3;-0,238179980950363;0;3;-0,536444227967519;-0,421641485732825;1;1;-0,191583059679487;9;6;-0,209357563059246;0;1;1;1
"117";-0,217224073273859;14;1;4;0,981711665352206;5;4;-0,682093657809996;-0,859807237634891;0;1;0,879690384637608;8;3;0,694994761170757;0;0;0;1
"118";-0,254150090505094;13;1;3;-1,37674551749943;5;2;-0,233941565986991;-0,421641485732825;1;1;-0,191583059679487;1;9;-1,49052335571842;1;1;1;0
"119";-0,99293987307265;14;1;4;-1,05144107848541;4;4;-0,480425216489644;-0,421641485732825;1;1;-1,78971229628368;9;11;-0,812259112545914;0;0;1;1
"120";-0,987067710847512;18;1;3;-0,8887888589784;5;5;-0,570055634854245;2,64551877758164;1;4;-1,25992952737276;9;0;-0,736896418860081;0;1;1;1
"121";-0,217224073273859;1;0;3;-0,726136639471391;5;6;-0,256349170578141;0,454690018071308;1;1;0,879690384637608;0;1;-0,887621806231748;0;0;1;1
"122";-0,217224073273859;4;1;3;0,900385555598701;4;1;-0,480425216489644;0,892855769973374;1;1;0,879690384637608;3;6;0,694994761170757;0;1;1;1
"123";-0,217224073273859;14;1;3;-1,13276718823891;5;5;0,0797648982891123;-0,421641485732825;0;1;0,879690384637608;3;8;-1,33979796834675;0;1;1;0
"124";-0,217224073273859;17;1;3;-1,44993901627758;0;3;-0,502832821080794;-0,421641485732825;1;1;0,879690384637608;10;10;-1,41516066203258;1;1;1;0
"125";-0,254150090505094;18;1;4;0,656407226338188;5;4;-0,472588156783889;-1,29797298953696;0;1;-0,7213658285904;4;4;0,996445535914092;1;0;1;1
"126";-1,05165809904743;14;0;3;0,819059445845197;4;3;-0,816539285356897;-0,859807237634891;1;0;-1,25992952737276;0;3;1,59934708540076;0;1;1;1
"127";-0,217224073273859;10;0;4;-0,644810529717887;0;6;-0,312368182056017;0,0165242661692412;1;1;0,879690384637608;10;4;-0,887621806231748;0;1;1;0
"128";-0,217224073273859;14;0;4;-1,05144107848541;0;3;-0,514036623376369;0,892855769973374;0;1;0,879690384637608;2;2;-0,962984499917581;1;1;1;1
"130";-0,724888743160005;4;0;1;0,900385555598701;0;5;-0,592463239445395;0,892855769973374;1;1;0,879690384637608;0;0;1,14717092328576;0;0;1;0
"131";-0,66143044715695;6;0;5;0,493755006831178;5;2;-0,14431114762239;0,892855769973374;0;1;0,879690384637608;8;4;0,0920932116840887;0;0;1;1
"132";-0,559131766017761;10;1;5;-0,482158310210877;0;5;0,0797648982891123;3,27721135774744;1;1;-0,191583059679487;0;0;-0,736896418860081;0;1;1;1
"133";-0,66143044715695;1;1;5;0,0871244580636551;4;5;-0,368387193533893;1,33102152187544;1;1;0,879690384637608;9;6;-0,209357563059246;0;1;1;0
"134";-0,986105998526276;14;1;3;1,38834221411973;5;2;-0,637278448627695;-0,421641485732825;1;1;-0,7213658285904;8;11;1,07180822959993;0;0;0;1
"135";-0,724888743160005;13;0;1;-0,319506090703868;4;3;-0,480425216489644;0,454690018071308;1;1;0,879690384637608;9;1;0,845720148542424;0;1;1;0
"136";-0,851804769120017;13;0;1;2,28292942140828;4;3;-0,592463239445395;0,454690018071308;1;1;0,876763408013791;0;2;1,75007247277243;0;0;1;0
"137";-0,638426899762757;18;0;3;-1,37674551749943;5;3;-0,570055634854245;0,0165242661692412;0;1;-0,191583059679487;8;5;-1,49052335571842;0;1;1;1
"138";0,100066274649221;13;0;3;0,0871244580636551;4;5;0,639955013067868;1,33102152187544;1;4;0,876763408013791;7;1;-0,0586321756875784;0;0;1;1
"139";-0,217224073273859;13;0;4;1,46966832387323;5;1;-0,368387193533893;0,892855769973374;1;1;0,876763408013791;9;11;0,996445535914092;0;0;1;0
"140";-0,254150090505094;13;1;3;-1,21409329799242;2;1;-0,200330159100266;0,892855769973374;1;1;-0,191583059679487;1;10;-1,41516066203258;0;1;1;0
"144";-0,559131766017761;7;1;3;-1,37674551749943;0;1;-0,368387193533893;0,454690018071308;1;1;-0,191583059679487;6;9;-1,41516066203258;1;0;1;1
"145";-0,864113441530428;11;1;3;0,0871244580636551;5;5;-0,368387193533893;-0,859807237634891;1;1;-0,191583059679487;1;1;-0,0586321756875784;0;0;1;1
"146";0,298866758833552;13;0;4;-0,8887888589784;0;5;0,214210525836014;0,892855769973374;1;1;-1,25992952737276;9;6;-1,11370988728925;0;0;1;0
"147";-0,217224073273859;8;1;3;-1,37674551749943;0;5;-0,256349170578141;-1,29797298953696;0;1;0,876763408013791;4;10;-1,33979796834675;1;1;1;1
"148";-0,758065837081322;13;1;3;-1,37674551749943;5;5;-0,256349170578141;-0,421641485732825;1;1;-1,61116672223083;5;10;-1,41516066203258;1;1;1;1
"149";0,417357188618398;13;0;4;-1,13276718823891;0;5;0,303840944200615;-0,421641485732825;1;1;0,873836431389973;6;4;-0,812259112545914;0;1;1;0
"150";-1,11037689106831;18;0;4;-0,726136639471391;0;5;-0,592463239445395;-1,29797298953696;1;1;-2,05899414567486;4;2;-0,962984499917581;0;1;1;1
"151";0,417357188618398;13;1;3;-1,05144107848541;0;5;-0,133107345326815;2,20735302567957;1;1;0,873836431389973;2;3;-1,11370988728925;1;1;1;0
"152";-0,758065837081322;13;0;3;0,0871244580636551;0;2;-0,368387193533893;0,454690018071308;1;1;-1,25992952737276;2;6;0,770357454856591;1;0;1;0
"153";0,00527449686744192;10;1;3;0,0057983483101505;0;4;1,64829721966963;-1,29797298953696;1;4;-1,79263927290749;0;8;-0,360082950430913;0;0;0;1
"154";-0,217224073273859;11;1;5;-1,29541940774592;4;5;-0,480425216489644;0,0165242661692412;1;1;0,879690384637608;1;4;-0,887621806231748;0;0;1;0
"155";-0,288317765098668;14;1;4;1,63232054338024;5;3;-0,200330159100266;-0,859807237634891;0;1;-1,25992952737276;3;5;1,14717092328576;0;0;1;1
"156";-0,740450482498107;18;0;3;-0,807462749224896;5;5;-0,480425216489644;0,892855769973374;1;1;-1,25992952737276;7;6;-0,209357563059246;0;0;1;1
"157";-0,879362723422196;14;0;4;0,656407226338188;5;3;-0,796372441224862;0,0165242661692412;0;1;-1,08138395331992;5;8;1,37325900434326;0;0;1;1
"158";-0,254150090505094;13;1;4;0,493755006831178;5;3;-0,14431114762239;-0,421641485732825;1;1;-0,194510036303304;5;1;0,845720148542424;0;0;1;1
"159";0,35581382656634;13;0;1;1,30701610436622;0;3;-0,342583716466953;-0,859807237634891;0;1;-0,727219781838034;7;4;0,921082842228258;0;0;1;1
"161";-0,406640645238378;18;1;4;0,900385555598701;0;5;-0,480425216489644;0,892855769973374;1;1;-0,194510036303304;5;3;0,619632067484924;0;0;1;0
"162";0,417357188618398;13;1;4;-0,319506090703868;5;1;-0,233941565986991;2,64551877758164;1;1;0,879690384637608;2;8;-0,360082950430913;0;1;1;0
"163";0,35581382656634;7;1;3;-0,970114968731905;0;3;-0,480425216489644;-0,421641485732825;1;1;-0,194510036303304;7;7;-1,26443527466092;0;0;1;0
"164";0,226982866655331;6;0;4;-1,37674551749943;0;6;-0,0322731246666389;1,33102152187544;1;1;0,879690384637608;6;10;-1,33979796834675;0;0;1;0
"165";-0,581910593110876;4;1;4;0,900385555598701;0;1;-0,469221414194069;-0,421641485732825;1;1;-1,25992952737276;10;1;0,845720148542424;0;0;1;0
"166";0,417357188618398;4;1;0;-0,970114968731905;4;4;-0,368387193533893;-0,421641485732825;1;1;0,879690384637608;1;3;-1,18907258097508;0;1;1;0
"168";-0,534514421196938;13;1;3;1,55099443362674;0;3;-0,704501262401146;-0,859807237634891;1;1;0,879690384637608;6;6;1,67470977908659;0;0;0;1
"169";0,100066274649221;4;0;3;-0,238179980950363;0;6;-0,0658845315533643;3,27721135774744;1;1;0,879690384637608;3;9;-0,586171031488413;0;0;1;0
"170";0,417357188618398;8;1;4;0,656407226338188;4;0;-0,368387193533893;-1,29797298953696;0;1;0,879690384637608;3;5;1,14717092328576;0;0;1;0
"171";-0,407598395236926;13;1;3;-1,29541940774592;5;5;-0,637278448627695;0,0165242661692412;1;1;0,879690384637608;10;10;-1,41516066203258;0;1;1;0
"172";-0,99293987307265;14;1;4;1,87629887264076;2;3;-0,696882676840155;-0,859807237634891;1;0;-1,25992952737276;8;0;2,05152324751576;0;0;1;1
"173";-0,875502855076986;7;0;1;1,06303777510571;0;3;-0,704501262401146;-0,859807237634891;1;0;-1,25992952737276;7;1;1,75007247277243;0;0;1;1
"175";-0,934221081051768;14;1;4;1,63232054338024;5;3;-0,592463239445395;-0,859807237634891;0;0;-1,79263927290749;0;0;1,14717092328576;0;1;1;1
"178";-0,851804769120017;14;0;5;1,38834221411973;0;3;-0,782927878470172;0,0165242661692412;0;0;0,610408535246426;11;11;1,97616055382993;0;1;1;1
"179";-0,597972151153894;17;0;4;1,55099443362674;0;3;0,415878967156366;1,76918727377751;1;1;0,879690384637608;3;9;1,22253361697159;0;0;1;1
"180";-0,875502855076986;11;1;3;-1,25475635286917;5;5;-0,536444227967519;-0,859807237634891;1;1;-1,25992952737276;9;10;-1,41516066203258;0;1;1;0
"181";0,201599661463329;13;0;3;0,0057983483101505;0;6;-0,256349170578141;3,27721135774744;1;1;0,876763408013791;6;1;0,0167305179982552;1;1;1;0
"182";-0,217224073273859;14;0;4;-1,37674551749943;0;4;-0,368387193533893;-0,421641485732825;0;1;0,876763408013791;9;10;-1,41516066203258;1;1;1;1
"184";-1,05165809904743;14;0;4;0,493755006831178;4;3;-0,816539285356897;-0,859807237634891;1;0;-1,25992952737276;5;3;1,52398439171493;0;0;1;0
"185";-0,534514421196938;7;0;4;1,87629887264076;0;3;-0,407600501568405;-0,421641485732825;1;0;0,876763408013791;4;9;1,29789631065743;0;0;1;0
"188";0,100066274649221;14;0;4;0,0871244580636551;5;3;-0,302317251016657;0,454690018071308;1;0;0,876763408013791;0;8;0,54426937379909;1;0;1;0
"189";-0,99293987307265;14;0;5;1,46966832387323;4;3;-0,794131680765747;-1,29797298953696;0;0;-1,25992952737276;8;7;1,52398439171493;0;0;1;1
"190";-0,534514421196938;13;0;4;-0,156853871196859;0;3;-0,196184752250903;0,0165242661692412;1;1;0,876763408013791;9;8;-0,435445644116746;0;0;1;0
"191";-0,132156967463148;14;0;1;0,0871244580636551;5;3;-0,312368182056017;-0,421641485732825;1;1;-0,191583059679487;4;3;-0,209357563059246;1;0;1;1
"193";-0,0268497513107915;14;1;4;1,71364665313375;5;3;-0,674315978256408;-0,421641485732825;1;1;0,876763408013791;7;9;1,22253361697159;0;1;0;1
"195";-0,534514421196938;13;1;3;-1,45807162725293;2;5;-0,14431114762239;-0,859807237634891;1;1;0,873836431389973;11;5;-1,49052335571842;1;1;1;1
"196";0,417357188618398;13;0;4;0,900385555598701;5;3;-0,345979588942742;-0,859807237634891;1;1;0,873836431389973;8;1;0,921082842228258;0;0;1;1
"198";0,417357188618398;1;0;1;-0,0755277614433541;2;3;0,639955013067868;3,27721135774744;1;1;0,873836431389973;11;11;1,07180822959993;0;0;1;0
"199";0,35581382656634;13;1;5;-0,726136639471391;2;1;-0,368387193533893;-0,859807237634891;0;1;-0,191583059679487;0;2;-0,962984499917581;0;0;1;1
"201";-0,66143044715695;17;1;3;-1,37674551749943;5;4;-0,614870844036545;0,892855769973374;0;1;0,873836431389973;8;5;-1,49052335571842;0;1;1;0
"202";-0,925110003051401;13;0;1;2,52690775066879;0;6;-0,368387193533893;0,892855769973374;0;1;-0,191583059679487;7;0;1,97616055382993;0;1;1;1
"203";-0,559131766017761;0;0;3;-1,41740857237618;0;5;-0,592463239445395;-0,859807237634891;1;1;-0,191583059679487;9;8;-1,33979796834675;1;1;1;1
"204";-0,845814303260307;18;0;4;0,249776677570664;5;3;-0,648482250923271;-0,859807237634891;0;1;-0,191583059679487;7;8;1,37325900434326;0;0;1;1
"205";-0,153765777270803;7;1;4;0,249776677570664;0;2;-0,0322731246666389;-0,421641485732825;1;1;0,873836431389973;2;2;-0,0586321756875784;0;1;0;1
"206";-0,559131766017761;0;1;4;0,900385555598701;5;5;0,191802921244864;2,20735302567957;1;4;-0,191583059679487;0;9;1,29789631065743;0;0;1;1
"207";0,417357188618398;13;1;4;1,63232054338024;4;5;-0,110699740735665;1,33102152187544;1;1;0,873836431389973;5;4;0,921082842228258;0;0;1;0
"208";-0,99293987307265;0;1;5;-0,644810529717887;5;5;-0,648482250923271;-1,29797298953696;0;1;-1,25992952737276;6;7;-0,284720256745079;0;1;1;1
