LOAN_PRODUCT_TYPE;LOAN_AMOUNT;BRANCH_REGION;CLIENT_GENDER;CLIENT_FAMILYSTATUS;CLIENT_TOTALEXPERIENCE;CLIENT_EDUCATION;CLIENT_ACTIVITYTYPE;CLIENT_TOGETHER INCOME;LOAN_OUTSTANDINGLOANSCOUNT;LOAN_OVERDUE_EXIST_FLAG;EMPLOYMENTTYPE;LOAN TERM;ZODIAC;ZODIAC_CHINA;AGE;CHANGE-WORK;REAL_ESTATE;CAR;DELAY
Consumer loan without income certificate;6224,07;Kharkiv;F;В громадянскому шлюбі;31;Середня - технічна;інша;3750;2;Ні;Офіційно працевлаштований;364;рак;Свинья;45; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;16816,14;Kharkiv;F;Неодружений(-на);3;Середня;торгівля та послуги;4450;5;Так;Офіційно працевлаштований;1095;весы;Собака;22; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;15560,17;Poltava region;F;Розлучений (-на);20;Вища освіта;торгівля та послуги;8000;0;Ні;ФОП;364;телец;Дракон;41; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5605,38;Kharkiv;M;Одружений (-на);29;Середня - технічна;інша;2150;1;Так;Не працює;1095;телец;Свинья;45; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Kharkiv;M;Одружений (-на);30;Середня - технічна;торгівля та послуги;6000;2;Ні;Офіційно працевлаштований;1095;лев;Тигр;54; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;10775,86;Poltava region;F;Вдова (-ець);30;Середня - технічна;інша;3500;1;Так;Офіційно працевлаштований;729;рак;Коза;49; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Kharkiv;F;Одружений (-на);5;Середня - технічна;торгівля та послуги;6380;2;Так;Офіційно працевлаштований;1095;рак;Собака;22; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;11210,76;Kharkiv;M;Розлучений (-на);21;Середня - технічна;інша;4000;2;Так;Офіційно працевлаштований;1092;скорпион;Бык;43; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;3112,03;Kharkiv;F;Одружений (-на);25;Середня - технічна;виробництво;7000;6;Так;Офіційно працевлаштований;364;водолей;Петух;48; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;12448,13;Donetsk region;F;Розлучений (-на);24;Середня - технічна;виробництво;6287,22;3;Ні;Офіційно працевлаштований;364;козерог;Кролик;41; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Zhytomyr region;M;Одружений (-на);23;Середня;виробництво;6000;1;Так;Офіційно працевлаштований;1095;козерог;Крыса;44; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;1556,02;Lviv region;M;Неодружений(-на);1;Вища освіта;торгівля та послуги;4500;0;Так;Офіційно працевлаштований;183;водолей;Петух;24; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;13452,91;Kharkiv;M;Одружений (-на);19;Вища освіта;інша;7000;3;Так;ФОП;1095;весы;Обезьяна;36; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;11210,76;Poltava region;F;Неодружений(-на);28;Середня - технічна;інша;5200;2;Так;Офіційно працевлаштований;1095;рак;Тигр;54; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;11210,76;Sumy region;F;Вдова (-ець);38;Середня - технічна;фінансова;10200;5;Ні;Офіційно працевлаштований;1095;рак;Змея;63; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;15695,07;Cherkasy region;M;Одружений (-на);19;Вища освіта;фінансова;11000;5;Так;Офіційно працевлаштований;1095;козерог;Змея;39; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;4310,34;Sumy region;M;Одружений (-на);36;Вища освіта;виробництво;6000;7;Так;Офіційно працевлаштований;729;рыбы;Тигр;55; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;10775,86;Chernihiv region;F;Одружений (-на);21;Середня - технічна;торгівля та послуги;4500;7;Так;Офіційно працевлаштований;729;водолей;Лошадь;39; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;4310,34;Kharkiv region;F;Неодружений(-на);20;Середня - технічна;інша;4000;3;Так;Офіційно працевлаштований;729;рак;Крыса;44; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Zaporozhye region;M;Розлучений (-на);23;Вища освіта;інша;10000;6;Так;Офіційно працевлаштований;1094;телец;Петух;48; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Poltava region;F;Неодружений(-на);17;Середня - технічна;торгівля та послуги;5800;6;Так;Офіційно працевлаштований;1094;скорпион;Свинья;45; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;3112,03;Sumy region;M;Неодружений(-на);10;Незакінчена середня;с/господарство;4500;1;Ні;Офіційно працевлаштований;183;стрелец;Петух;47; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;10373,44;Cherkasy region;M;Одружений (-на);20;Вища освіта;інша;9900;4;Ні;Офіційно працевлаштований;364;овен;Тигр;43; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Cherkasy region;M;Розлучений (-на);17;Середня - технічна;торгівля та послуги;4800;6;Так;Офіційно працевлаштований;1094;телец;Кролик;54; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16163,79;Cherkasy region;F;Одружений (-на);13;Середня - технічна;інша;7000;4;Так;Офіційно працевлаштований;729;лев;Крыса;32; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;5605,38;Poltava region;F;Неодружений(-на);1;Середня - технічна;інша;4800;1;Так;Офіційно працевлаштований;1093;телец;Крыса;21; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;3112,03;Cherkasy region;F;Одружений (-на);35;Середня - технічна;інша;10000;11;Так;Офіційно працевлаштований;364;стрелец;Тигр;66; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;4149,38;Kharkiv region;F;Одружений (-на);35;Середня;інша;2450;0;Ні;Офіційно працевлаштований;183;скорпион;Крыса;68; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Kharkiv region;M;Одружений (-на);21;Вища освіта;виробництво;6000;1;Так;Офіційно працевлаштований;1093;рак;Дракон;40; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;10373,44;Kiev;M;Неодружений(-на);7;Вища освіта;інша;15000;1;Ні;Офіційно працевлаштований;183;овен;Кролик;30; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;10775,86;Kharkiv;F;Неодружений(-на);30;Середня - технічна;торгівля та послуги;7000;14;Так;Офіційно працевлаштований;729;овен;Коза;50; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5605,38;Kharkiv region;M;Вдова (-ець);40;Середня;інша;2500;1;Ні;Не працює;1093;рыбы;Дракон;65; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;2074,69;Sumy region;M;Одружений (-на);19;Вища освіта;виробництво;3800;1;Так;Офіційно працевлаштований;227;овен;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;3363,23;Chernihiv region;F;Розлучений (-на);24;Середня - технічна;інша;8900;9;Так;Офіційно працевлаштований;1093;водолей;Кролик;54; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16163,79;Sumy region;M;Одружений (-на);36;Середня;інша;4100;2;Ні;Офіційно працевлаштований;728;дева;Кролик;53; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16163,79;Kharkiv;F;Розлучений (-на);29;Вища освіта;державна служба;7000;4;Так;Офіційно працевлаштований;728;рыбы;Собака;47; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;3112,03;Kharkiv region;M;Одружений (-на);18;Середня - технічна;виробництво;4612;0;Ні;Офіційно працевлаштований;182;лев;Тигр;42; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;16163,79;Kharkiv region;F;Одружений (-на);25;Середня - технічна;виробництво;4200;2;Ні;Офіційно працевлаштований;728;скорпион;Свинья;45; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Dnipropetrovsk region;M;Одружений (-на);28;Середня - технічна;інша;11000;6;Так;Офіційно працевлаштований;1095;близнецы;Свинья;45; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;4540,36;Kharkiv region;F;Вдова (-ець);27;Середня - технічна;інша;2100;3;Так;Офіційно працевлаштований;1095;близнецы;Лошадь;63; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;3112,03;Kharkiv region;M;Неодружений(-на);43;Середня;інша;3580;2;Так;Не працює;364;овен;Обезьяна;61; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;10373,44;Kharkiv region;M;Одружений (-на);35;Середня;інша;7000;1;Ні;Офіційно працевлаштований;364;рак;Крыса;56; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5926,72;Chernihiv region;M;Неодружений(-на);6;Середня - технічна;торгівля та послуги;5000;3;Так;Офіційно працевлаштований;728;дева;Дракон;28; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;3112,03;Cherkasy region;F;Одружений (-на);23;Середня - технічна;інша;2500;2;Ні;Офіційно працевлаштований;364;овен;Коза;62; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;1556,02;Cherkasy region;F;Вдова (-ець);25;Середня - технічна;інша;2200;3;Так;Офіційно працевлаштований;364;скорпион;Тигр;66; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;3363,23;Cherkasy region;F;Одружений (-на);7;Середня;с/господарство;3500;6;Так;Офіційно працевлаштований;1095;близнецы;Лошадь;26; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Dnipropetrovsk region;F;Одружений (-на);17;Середня - технічна;державна служба;8000;3;Так;Офіційно працевлаштований;1095;телец;Обезьяна;37; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Zaporozhye region;F;Вдова (-ець);25;Середня - технічна;державна служба;7000;3;Так;Офіційно працевлаштований;1095;скорпион;Змея;51; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;3232,76;Chernihiv region;F;Неодружений(-на);28;Середня - технічна;інша;4500;4;Так;Офіційно працевлаштований;729;дева;Кролик;65; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;7543,1;Sumy region;M;Неодружений(-на);1;Вища освіта;державна служба;8000;5;Так;Офіційно працевлаштований;729;рыбы;Обезьяна;25; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5705,39;Kharkiv region;F;Одружений (-на);34;Середня - технічна;інша;3500;3;Так;Офіційно працевлаштований;364;водолей;Бык;56; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5926,72;Kiev;F;Вдова (-ець);36;Середня - технічна;торгівля та послуги;5500;8;Ні;Офіційно працевлаштований;548;козерог;Бык;68; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Kharkiv region;F;В громадянскому шлюбі;20;Середня - технічна;с/господарство;8600;3;Ні;Офіційно працевлаштований;1095;весы;Бык;43; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;3112,03;Kharkiv region;M;Неодружений(-на);23;Вища освіта;інша;2575;3;Так;Не працює;364;рак;Лошадь;62; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;15560,17;Zhytomyr region;F;Розлучений (-на);30;Вища освіта;торгівля та послуги;7500;1;Так;Офіційно працевлаштований;364;рак;Коза;49; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;7261,41;Cherkasy region;F;Одружений (-на);32;Середня - технічна;торгівля та послуги;4200;1;Так;Офіційно працевлаштований;364;овен;Крыса;57; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Kirovograd region;F;Неодружений(-на);2;Середня - технічна;інша;2700;2;Так;Не працює;1095;рыбы;Собака;23; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;15560,17;Kharkiv;M;Одружений (-на);15;Вища освіта;торгівля та послуги;12000;2;Так;ФОП;364;стрелец;Змея;39; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10373,44;Zhytomyr region;M;Неодружений(-на);8;Середня;торгівля та послуги;8000;3;Так;Офіційно працевлаштований;364;дева;Тигр;30; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;6726,46;Kirovograd region;F;Неодружений(-на);35;Вища освіта;інша;3030;1;Так;Не працює;913;стрелец;Бык;67; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Kherson region;F;Одружений (-на);23;Вища освіта;державна служба;12000;1;Ні;Офіційно працевлаштований;1095;лев;Кролик;41; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;2074,69;Cherkasy region;F;Одружений (-на);25;Середня - технічна;торгівля та послуги;4000;2;Так;Офіційно працевлаштований;364;козерог;Тигр;43; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Kharkiv region;M;Неодружений(-на);22;Середня - технічна;виробництво;6000;2;Ні;Офіційно працевлаштований;1095;скорпион;Петух;47; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5605,38;Kherson region;M;Неодружений(-на);49;Середня - технічна;інша;2200;1;Так;Не працює;1095;водолей;Дракон;65; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;3232,76;Kharkiv;F;Одружений (-на);38;Середня - технічна;інша;2123;1;Ні;Не працює;729;лев;Бык;67; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;7758,62;Chernihiv region;M;Одружений (-на);40;Середня - технічна;інша;3700;2;Так;Офіційно працевлаштований;729;телец;Обезьяна;61; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;8408,07;Chernihiv region;M;Одружений (-на);13;Середня - технічна;торгівля та послуги;8000;10;Так;Офіційно працевлаштований;1095;рыбы;Петух;36; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;8632,29;Lviv region;M;Одружений (-на);43;Вища освіта;інша;4500;5;Так;Не працює;1095;скорпион;Тигр;66; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16163,79;Chernihiv region;F;Одружений (-на);2;Середня - технічна;торгівля та послуги;10000;3;Так;ФОП;729;дева;Петух;23; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;10373,44;Donetsk region;M;Одружений (-на);30;Середня - технічна;інша;3638,92;1;Ні;Не працює;364;весы;Обезьяна;60; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Kharkiv region;F;Розлучений (-на);25;Середня - технічна;інша;3200;3;Так;Офіційно працевлаштований;1094;близнецы;Крыса;57; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;5186,72;Kharkiv region;F;Неодружений(-на);38;Середня - технічна;інша;4200;0;Ні;Офіційно працевлаштований;364;овен;Крыса;57; не змінювалось місце роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Kharkiv region;M;Одружений (-на);25;Середня - технічна;інша;5500;3;Так;Офіційно працевлаштований;1094;дева;Тигр;54; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Cherkasy region;M;Одружений (-на);15;Середня - технічна;інша;5700;13;Так;Офіційно працевлаштований;1094;дева;Коза;37; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;10373,44;Kharkiv region;M;Неодружений(-на);1;Вища освіта;інша;5200;2;Так;Офіційно працевлаштований;364;близнецы;Собака;22; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;10775,86;Zaporozhye region;M;Одружений (-на);30;Середня - технічна;державна служба;5100;1;Так;Офіційно працевлаштований;729;скорпион;Обезьяна;48; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5605,38;Sumy region;F;Неодружений(-на);20;Незакінчена вища;державна служба;4000;5;Так;Офіційно працевлаштований;1094;рак;Обезьяна;48; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;12448,13;Kirovograd region;M;Неодружений(-на);1;Вища освіта;інша;8000;2;Так;Офіційно працевлаштований;364;водолей;Свинья;22; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16816,14;Sumy region;M;Одружений (-на);37;Вища освіта;виробництво;15000;9;Так;Офіційно працевлаштований;1094;рыбы;Бык;56; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Vinnytsia region;F;Одружений (-на);24;Вища освіта;державна служба;6300;1;Так;Офіційно працевлаштований;1094;скорпион;Бык;43; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Sumy region;F;Розлучений (-на);20;Вища освіта;виробництво;10000;5;Так;Офіційно працевлаштований;1094;близнецы;Тигр;42; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Sumy region;M;Одружений (-на);32;Вища освіта;виробництво;13500;3;Так;Офіційно працевлаштований;1094;козерог;Дракон;53; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;5605,38;Chernihiv region;M;Одружений (-на);32;Середня - технічна;інша;8500;8;Так;Офіційно працевлаштований;1093;близнецы;Лошадь;50; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;12448,13;Kharkiv region;M;Неодружений(-на);6;Вища освіта;інша;7000;2;Так;Офіційно працевлаштований;364;телец;Собака;23; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;11210,76;Kharkiv region;F;Одружений (-на);35;Вища освіта;фінансова;6500;2;Так;Офіційно працевлаштований;1093;овен;Бык;56; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;7847,53;Chernihiv region;F;Одружений (-на);15;Середня - технічна;торгівля та послуги;3200;1;Так;Офіційно працевлаштований;1093;козерог;Бык;31; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;3363,23;Kirovograd region;F;Вдова (-ець);20;Середня - технічна;інша;3800;9;Так;Офіційно працевлаштований;1093;водолей;Лошадь;63; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16163,79;Kharkiv;F;Одружений (-на);4;Вища освіта;торгівля та послуги;7000;1;Так;Офіційно працевлаштований;729;скорпион;Коза;25; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5603,45;Chernihiv region;F;В громадянскому шлюбі;8;Середня - технічна;будівництво;4500;7;Так;Офіційно працевлаштований;729;дева;Бык;31; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;2074,69;Kharkiv region;F;Одружений (-на);8;Середня - технічна;інша;3200;2;Так;Офіційно працевлаштований;364;весы;Тигр;30; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;3112,03;Kharkiv region;F;Розлучений (-на);33;Середня - технічна;інша;4000;5;Так;Офіційно працевлаштований;364;дева;Дракон;52; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Chernihiv region;M;Одружений (-на);31;Середня - технічна;інша;4000;3;Так;Офіційно працевлаштований;1093;стрелец;Обезьяна;60; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5186,72;Kirovograd region;F;Одружений (-на);5;Вища освіта;виробництво;3500;1;Так;Офіційно працевлаштований;364;рак;Свинья;33; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;6726,46;Kharkiv region;F;Неодружений(-на);10;Середня;інша;6500;5;Так;Офіційно працевлаштований;1093;козерог;Крыса;33; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;3786,31;Chernihiv region;M;Неодружений(-на);2;Середня - технічна;виробництво;4500;1;Так;Офіційно працевлаштований;183;стрелец;Петух;23; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;16816,14;Dnipropetrovsk region;M;Розлучений (-на);23;Середня - технічна;торгівля та послуги;10000;11;Так;Офіційно працевлаштований;1093;телец;Дракон;41; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16163,79;Zaporozhye region;F;Неодружений(-на);8;Середня - технічна;торгівля та послуги;5100;3;Ні;Офіційно працевлаштований;728;овен;Лошадь;27; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Zaporozhye region;F;Неодружений(-на);7;Вища освіта;виробництво;5000;7;Так;Офіційно працевлаштований;1095;рак;Кролик;29; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;16163,79;Poltava region;M;Одружений (-на);9;Середня - технічна;державна служба;9000;3;Так;Офіційно працевлаштований;728;близнецы;Дракон;28; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;10373,44;Kharkiv region;M;Неодружений(-на);9;Вища освіта;державна служба;7050;1;Ні;Офіційно працевлаштований;364;овен;Коза;26; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;10775,86;Kharkiv region;M;Одружений (-на);32;Вища освіта;с/господарство;5500;5;Так;Офіційно працевлаштований;728;дева;Обезьяна;48; була зміна місця роботи;не має власної нерухомості;має власний автомобіль;No
Consumer loan without income certificate;11210,76;Chernihiv region;M;Неодружений(-на);2;Середня;торгівля та послуги;3400;3;Так;Офіційно працевлаштований;1095;близнецы;Крыса;21; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;6224,07;Vinnytsia region;F;Неодружений(-на);35;Середня - технічна;виробництво;5000;1;Так;Офіційно працевлаштований;364;близнецы;Обезьяна;61; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16163,79;Kharkiv region;M;Одружений (-на);6;Середня - технічна;державна служба;4200;1;Ні;Офіційно працевлаштований;728;дева;Лошадь;26; була зміна місця роботи;не має власної нерухомості;має власний автомобіль;No
Consumer loan without income certificate;2593,36;Kharkiv region;F;Одружений (-на);9;Середня - технічна;торгівля та послуги;3600;3;Так;Офіційно працевлаштований;182;весы;Крыса;32; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Kiev;F;Неодружений(-на);35;Середня - технічна;торгівля та послуги;8500;11;Так;Офіційно працевлаштований;1095;дева;Тигр;54; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10775,86;Chernihiv region;M;Розлучений (-на);40;Вища освіта;с/господарство;10000;7;Так;Офіційно працевлаштований;728;весы;Лошадь;62; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;3771,55;Kharkiv region;F;Неодружений(-на);35;Середня;інша;2000;1;Так;Офіційно працевлаштований;548;водолей;Бык;68; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;10373,44;Kharkiv region;F;Одружений (-на);22;Середня - технічна;торгівля та послуги;5500;1;Так;Офіційно працевлаштований;364;водолей;Кролик;42; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Kherson region;M;Неодружений(-на);2;Середня - технічна;державна служба;5150;7;Так;Офіційно працевлаштований;1095;овен;Свинья;22; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;4484,3;Kharkiv region;F;В громадянскому шлюбі;37;Середня - технічна;інша;2300;1;Ні;Не працює;821;дева;Бык;67; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;8408,07;Zaporozhye region;F;Одружений (-на);28;Незакінчена вища;торгівля та послуги;4000;5;Так;Офіційно працевлаштований;1095;водолей;Свинья;46; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16163,79;Chernihiv region;M;Одружений (-на);7;Середня - технічна;державна служба;7923,35;6;Так;Офіційно працевлаштований;729;весы;Обезьяна;24; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;12331,84;Kirovograd region;F;Вдова (-ець);32;Вища освіта;державна служба;4500;2;Так;Офіційно працевлаштований;1095;скорпион;Дракон;52; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5605,38;Zaporozhye region;M;Неодружений(-на);20;Середня - технічна;виробництво;3500;1;Ні;Офіційно працевлаштований;1095;стрелец;Обезьяна;36; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;3232,76;Kharkiv region;F;Неодружений(-на);16;Вища освіта;інша;4500;2;Так;Офіційно працевлаштований;729;скорпион;Лошадь;38; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Kharkiv region;M;Одружений (-на);31;Середня - технічна;с/господарство;3200;1;Ні;Офіційно працевлаштований;1095;рыбы;Коза;50; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;16163,79;Kharkiv;M;Неодружений(-на);2;Середня - технічна;державна служба;7200;2;Так;Офіційно працевлаштований;729;весы;Свинья;21; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;3112,03;Kharkiv region;M;Одружений (-на);6;Середня;с/господарство;5000;2;Так;Офіційно працевлаштований;183;скорпион;Тигр;30; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;3215,77;Chernihiv region;M;Неодружений(-на);8;Середня - технічна;торгівля та послуги;4200;9;Так;ФОП;364;скорпион;Бык;31; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Dnipropetrovsk region;F;Неодружений(-на);10;Середня - технічна;фінансова;7000;4;Так;Офіційно працевлаштований;1095;близнецы;Дракон;29; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Zaporozhye region;M;Неодружений(-на);30;Середня;виробництво;5000;5;Так;Офіційно працевлаштований;1095;дева;Лошадь;50; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16816,14;Kharkiv region;M;Неодружений(-на);5;Середня - технічна;торгівля та послуги;10000;2;Ні;Офіційно працевлаштований;1095;дева;Петух;23; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;16816,14;Cherkasy region;M;Неодружений(-на);1,1;Вища освіта;інша;4800;2;Так;Офіційно працевлаштований;1095;стрелец;Собака;22; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
