LOAN_PRODUCT_TYPE;LOAN_AMOUNT;BRANCH_REGION;CLIENT_GENDER;CLIENT_FAMILYSTATUS;CLIENT_TOTALEXPERIENCE;CLIENT_EDUCATION;CLIENT_ACTIVITYTYPE;CLIENT_TOGETHER INCOME;LOAN_OUTSTANDINGLOANSCOUNT;LOAN_OVERDUE_EXIST_FLAG;EMPLOYMENTTYPE;LOAN TERM;ZODIAC;ZODIAC_CHINA;AGE;CHANGE-WORK;REAL_ESTATE;CAR;DELAY
Consumer loan without income certificate;28026,91;Kirovograd region;F;Одружений (-на);23;Середня - технічна;с/господарство;7500;1;Так;Офіційно працевлаштований;1095;овен;Лошадь;51; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;12931,03;Sumy region;M;Неодружений(-на);6;Вища освіта;торгівля та послуги;6400;0;Так;Офіційно працевлаштований;728;дева;Змея;28; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer credit without a certificate of income for informal financial institutions;21551,72;Dnipropetrovsk region;M;В громадянскому шлюбі;7;Вища освіта;інша;9000;1;Так;Працює не офіційно;728;скорпион;Петух;24; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Kiev;M;Неодружений(-на);1,6;Незакінчена вища;торгівля та послуги;8000;3;Так;Офіційно працевлаштований;1095;лев;Свинья;22; була зміна місця роботи;не має власної нерухомості;має власний автомобіль;Yes
Consumer loan without income certificate;12448,13;Kharkiv;F;Одружений (-на);34;Вища освіта;фінансова;7727,93;3;Ні;Офіційно працевлаштований;364;козерог;Бык;56; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;20179,37;Sumy region;M;Одружений (-на);35;Вища освіта;інша;10194,5;3;Так;ФОП;1095;близнецы;Бык;56; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;28026,91;Kiev;M;Одружений (-на);20;Незакінчена вища;торгівля та послуги;15000;1;Так;ФОП;1095;рак;Коза;38; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Loan Consumer Credit 130%;16163,79;Chernihiv region;F;Одружений (-на);27;Середня - технічна;інша;5000;2;Ні;Офіційно працевлаштований;729;телец;Обезьяна;61; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5941,7;Kharkiv region;M;Одружений (-на);15;Середня - технічна;інша;4205,21;2;Так;Офіційно працевлаштований;1095;дева;Змея;40; була зміна місця роботи;не має власної нерухомості;не має власного;No
overdraft to a plastic card;3000;Kharkiv;M;Неодружений(-на);15;Середня - технічна;виробництво;5537;3;Так;Офіційно працевлаштований;724;рак;Крыса;45; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5394,19;Kharkiv region;M;Неодружений(-на);3;Вища освіта;інша;6500;2;Ні;Офіційно працевлаштований;91;водолей;Лошадь;27; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;3112,03;Kharkiv region;F;Одружений (-на);11;Середня - технічна;інша;2575;5;Так;Офіційно працевлаштований;364;лев;Тигр;31; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;3112,03;Kharkiv region;M;Неодружений(-на);12;Середня - технічна;будівництво;6000;1;Так;Офіційно працевлаштований;364;рыбы;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;3112,03;Kharkiv;F;Вдова (-ець);30;Середня;торгівля та послуги;4000;0;Ні;Офіційно працевлаштований;364;овен;Обезьяна;61; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;26939,66;Zaporozhye region;M;Одружений (-на);18;Вища освіта;державна служба;11000;3;Так;Офіційно працевлаштований;729;овен;Собака;35; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
overdraft to a plastic card;5000;Kharkiv;F;Одружений (-на);35;Середня;торгівля та послуги;2881,14;0;Ні;Офіційно працевлаштований;704;телец;Тигр;55; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;28026,91;Poltava region;M;Одружений (-на);7;Середня - технічна;торгівля та послуги;7000;2;Так;Офіційно працевлаштований;1095;стрелец;Петух;23; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan with income statement;56053,81;Zhytomyr region;M;Неодружений(-на);7;Незакінчена вища;торгівля та послуги;68461,56;8;Так;ФОП;1095;дева;Обезьяна;25; була зміна місця роботи;не має власної нерухомості;має власний автомобіль;Yes
Consumer loan without income certificate;12931,03;Kharkiv;F;Вдова (-ець);36;Середня - технічна;інша;6224;2;Так;Офіційно працевлаштований;729;стрелец;Бык;67; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;93457,94;Kiev;M;Неодружений(-на);11;Вища освіта;торгівля та послуги;12476,33;1;Ні;Офіційно працевлаштований;1460;рак;Крыса;33; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
overdraft to a plastic card;8400;Kharkiv region;F;Одружений (-на);30;Середня - технічна;інша;2507;2;Так;Офіційно працевлаштований;1088;рак;Обезьяна;49; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;21551,72;Zaporozhye region;M;Одружений (-на);12;Середня - технічна;торгівля та послуги;8000;4;Так;Офіційно працевлаштований;729;телец;Бык;32; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10775,86;Sumy region;F;Неодружений(-на);20;Середня;торгівля та послуги;6000;3;Так;Офіційно працевлаштований;543;стрелец;Змея;39; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;5387,93;Kharkiv region;F;Одружений (-на);2;Середня - технічна;виробництво;5500;2;Так;Офіційно працевлаштований;729;весы;Коза;26; не змінювалось місце роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;21551,72;Zaporozhye region;F;Неодружений(-на);3;Вища освіта;торгівля та послуги;9000;6;Так;Офіційно працевлаштований;729;стрелец;Крыса;21; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;10775,86;Mykolaiv region;F;Неодружений(-на);30;Середня - технічна;інша;6500;2;Так;Офіційно працевлаштований;543;рак;Бык;68; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;21551,72;Zaporozhye region;F;В громадянскому шлюбі;7;Середня - технічна;торгівля та послуги;9000;3;Так;Офіційно працевлаштований;729;рыбы;Тигр;31; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;7572,61;Kharkiv region;F;Одружений (-на);7;Вища освіта;інша;7500;2;Так;Офіційно працевлаштований;179;рыбы;Коза;26; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;28026,91;Kiev;M;Вдова (-ець);35;Вища освіта;торгівля та послуги;15000;3;Ні;Офіційно працевлаштований;1095;скорпион;Бык;56; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Lviv region;M;Розлучений (-на);18;Середня - технічна;торгівля та послуги;12000;2;Так;ФОП;1095;козерог;Лошадь;39; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;10373,44;Kharkiv;F;Одружений (-на);28;Вища освіта;державна служба;5678,19;1;Ні;Офіційно працевлаштований;364;скорпион;Собака;47; була зміна місця роботи;не має власної нерухомості;не має власного;No
overdraft to a plastic card;6000;Kharkiv region;F;Одружений (-на);24;Середня - технічна;інша;3010,25;2;Ні;Офіційно працевлаштований;361;близнецы;Тигр;43; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Mykolaiv region;F;Одружений (-на);7;Середня - технічна;торгівля та послуги;6200;2;Так;Офіційно працевлаштований;1095;лев;Кролик;30; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan with income statement;70093,46;Kiev;F;Одружений (-на);21;Середня - технічна;торгівля та послуги;10903,12;4;Ні;Офіційно працевлаштований;1460;весы;Дракон;41; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;26939,66;Mykolaiv region;M;Одружений (-на);5;Вища освіта;інша;7800;3;Так;Офіційно працевлаштований;729;водолей;Петух;24; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;22421,52;Poltava region;M;Розлучений (-на);5;Середня - технічна;виробництво;12000;3;Так;Офіційно працевлаштований;1095;козерог;Кролик;30; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Kharkiv;F;Неодружений(-на);5;Вища освіта;фінансова;10000;3;Ні;Офіційно працевлаштований;1095;близнецы;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
overdraft to a plastic card;10000;Donetsk region;M;Неодружений(-на);16;Вища освіта;виробництво;6322;2;Ні;Офіційно працевлаштований;1088;скорпион;Тигр;31; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;16163,79;Donetsk region;F;Неодружений(-на);35;Вища освіта;інша;10000;2;Так;ФОП;729;дева;Дракон;53; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Cherkasy region;M;Одружений (-на);17;Середня - технічна;торгівля та послуги;7000;3;Так;ФОП;1095;рак;Бык;44; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Consumer loan without income certificate;3112,03;Cherkasy region;M;Розлучений (-на);10;Середня - технічна;виробництво;5000;1;Так;Офіційно працевлаштований;364;лев;Обезьяна;37; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;2074,69;Kharkiv region;M;Неодружений(-на);30;Незакінчена середня;торгівля та послуги;3900;3;Так;Офіційно працевлаштований;364;весы;Коза;50; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;18672,2;Kharkiv;M;Одружений (-на);12;Середня - технічна;виробництво;13000;2;Ні;Офіційно працевлаштований;364;близнецы;Лошадь;39; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;26939,66;Kirovograd region;F;Одружений (-на);28;Вища освіта;інша;11000;4;Так;Офіційно працевлаштований;545;телец;Свинья;46; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Chernihiv region;F;Одружений (-на);15;Вища освіта;інша;4000;0;Ні;Не працює;1095;овен;Коза;50; була зміна місця роботи;не має власної нерухомості;має власний автомобіль;No
Consumer loan without income certificate;5186,72;Kirovograd region;F;Одружений (-на);20;Вища освіта;інша;6500;0;Так;Офіційно працевлаштований;364;лев;Свинья;46; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;2593,36;Vinnytsia region;F;Неодружений(-на);17;Вища освіта;торгівля та послуги;4800;1;Ні;Офіційно працевлаштований;364;рыбы;Кролик;42; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;16816,14;Vinnytsia region;M;Неодружений(-на);4,8;Середня - технічна;торгівля та послуги;6500;6;Так;Офіційно працевлаштований;1095;дева;Собака;23; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;11853,45;Kharkiv;F;Неодружений(-на);10;Середня - технічна;виробництво;8000;1;Ні;Офіційно працевлаштований;545;близнецы;Кролик;30; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;28026,91;Kharkiv;F;Неодружений(-на);3;Вища освіта;торгівля та послуги;8000;1;Ні;Офіційно працевлаштований;1095;рыбы;Собака;23; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;15560,17;Kharkiv;F;Неодружений(-на);2;Незакінчена вища;інша;5000;1;Так;Офіційно працевлаштований;364;козерог;Свинья;21; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan with income statement;67427,39;Kiev;M;Одружений (-на);10;Вища освіта;інша;25000;2;Так;ФОП;364;рыбы;Тигр;31; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;10373,44;Kharkiv region;F;Одружений (-на);15;Середня - технічна;виробництво;6000;3;Так;Офіційно працевлаштований;364;рыбы;Крыса;33; була зміна місця роботи;не має власної нерухомості;не має власного;No
overdraft to a plastic card;10000;Kharkiv region;F;Розлучений (-на);27;Середня - технічна;інша;2749,67;2;Так;Офіційно працевлаштований;1088;овен;Собака;47; не змінювалось місце роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Kherson region;F;Вдова (-ець);15;Середня;с/господарство;7000;3;Так;Офіційно працевлаштований;1095;близнецы;Лошадь;39; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;3232,76;Cherkasy region;F;Одружений (-на);20;Середня - технічна;виробництво;7000;4;Так;Офіційно працевлаштований;729;телец;Обезьяна;49; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;26939,66;Ivano-Frankivsk region;M;Одружений (-на);15;Середня - технічна;інша;12000;3;Так;Офіційно працевлаштований;729;телец;Лошадь;39; не змінювалось місце роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;22421,52;Poltava region;F;Розлучений (-на);16;Середня - технічна;торгівля та послуги;6000;11;Так;Офіційно працевлаштований;1095;рыбы;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;11210,76;Cherkasy region;M;Неодружений(-на);12;Середня - технічна;виробництво;7500;5;Так;Офіційно працевлаштований;1095;близнецы;Крыса;33; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;22421,52;Dnipropetrovsk region;F;Вдова (-ець);36;Вища освіта;будівництво;10223;1;Так;Офіційно працевлаштований;1095;весы;Дракон;65; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;28026,91;Poltava region;F;Розлучений (-на);7;Середня - технічна;виробництво;8200;2;Так;Офіційно працевлаштований;1095;водолей;Лошадь;27; була зміна місця роботи;має власну нерухомість;не має власного;No
Loan Consumer Credit 130%;7004,31;Kharkiv region;F;Вдова (-ець);42;Середня - технічна;інша;7602,06;7;Так;Офіційно працевлаштований;545;рыбы;Обезьяна;61; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5186,72;Sumy region;M;Неодружений(-на);3;Вища освіта;торгівля та послуги;5500;2;Так;Офіційно працевлаштований;91;лев;Коза;26; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5186,72;Kirovograd region;F;Неодружений(-на);20;Вища освіта;державна служба;5000;1;Так;Офіційно працевлаштований;364;рак;Собака;47; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer credit without a certificate of income for informal financial institutions;52801,72;Kharkiv;M;Одружений (-на);44;Вища освіта;торгівля та послуги;20000;5;Так;Працює не офіційно;729;близнецы;Обезьяна;61; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer credit without a certificate of income for informal financial institutions;20746,89;Kharkiv;F;Неодружений(-на);10;Вища освіта;торгівля та послуги;20000;4;Так;Працює не офіційно;364;рак;Коза;26; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Loan Consumer Credit 130%;116822,43;Kharkiv region;F;Одружений (-на);26;Середня - технічна;торгівля та послуги;28891,06;5;Так;ФОП;1458;лев;Бык;44; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;11210,76;Sumy region;F;Одружений (-на);11;Вища освіта;с/господарство;6400;4;Так;Офіційно працевлаштований;1094;дева;Свинья;34; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;105140,19;Kherson region;F;Неодружений(-на);12;Вища освіта;торгівля та послуги;57601;5;Так;ФОП;1458;близнецы;Кролик;30; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;4525,86;Cherkasy region;M;Одружений (-на);41;Середня - технічна;державна служба;2600;4;Ні;Офіційно працевлаштований;545;козерог;Тигр;66; була зміна місця роботи;має власну нерухомість;не має власного;No
Loan Consumer Credit 130%;6224,07;Kharkiv region;F;Неодружений(-на);20;Вища освіта;інша;6950;5;Ні;Офіційно працевлаштований;364;телец;Кролик;42; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;18318,97;Poltava region;M;Одружений (-на);27;Середня - технічна;виробництво;9000;6;Так;Офіційно працевлаштований;729;водолей;Петух;48; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan without income certificate;11210,76;Chernihiv region;M;Неодружений(-на);8;Середня;виробництво;6000;4;Так;Офіційно працевлаштований;1094;близнецы;Петух;24; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;21551,72;Kharkiv region;M;Одружений (-на);12;Середня - технічна;торгівля та послуги;5000;1;Ні;Офіційно працевлаштований;729;дева;Тигр;31; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;5186,72;Kharkiv region;F;Одружений (-на);34;Середня - технічна;державна служба;9646;1;Ні;Офіційно працевлаштований;364;водолей;Дракон;53; була зміна місця роботи;має власну нерухомість;не має власного;No
Loan Consumer Credit 130%;3112,03;Kharkiv region;F;Одружений (-на);9;Середня - технічна;торгівля та послуги;4500;3;Так;Офіційно працевлаштований;364;весы;Крыса;33; була зміна місця роботи;має власну нерухомість;не має власного;No
overdraft to a plastic card;6000;Kharkiv;F;Неодружений(-на);35;Вища освіта;державна служба;2670;1;Ні;Офіційно працевлаштований;1090;стрелец;Коза;62; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;19058,3;Kharkiv;F;Розлучений (-на);33;Вища освіта;виробництво;7000;1;Ні;Офіційно працевлаштований;1094;дева;Змея;52; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Consumer loan without income certificate;28026,91;Kiev;F;Вдова (-ець);35;Вища освіта;торгівля та послуги;8500;2;Так;Офіційно працевлаштований;1094;водолей;Крыса;57; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;21551,72;Kiev;M;Неодружений(-на);15;Середня - технічна;торгівля та послуги;12000;2;Так;Офіційно працевлаштований;729;близнецы;Тигр;43; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Loan Consumer Credit 130%;21551,72;Kirovograd region;F;Розлучений (-на);10;Середня - технічна;виробництво;6000;2;Так;Офіційно працевлаштований;729;рыбы;Свинья;34; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;116822,43;Kiev;M;Неодружений(-на);11;Вища освіта;торгівля та послуги;20125;3;Так;Офіційно працевлаштований;1458;водолей;Кролик;30; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Zhytomyr region;M;Одружений (-на);33;Вища освіта;торгівля та послуги;7500;5;Так;Офіційно працевлаштований;1094;весы;Дракон;53; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;5186,72;Kharkiv region;F;Одружений (-на);12;Вища освіта;інша;3200;3;Так;Офіційно працевлаштований;364;козерог;Тигр;30; була зміна місця роботи;не має власної нерухомості;не має власного;No
Loan Consumer Credit 130%;8620,69;Kherson region;F;В громадянскому шлюбі;22;Вища освіта;виробництво;6000;6;Ні;Офіційно працевлаштований;545;водолей;Бык;44; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;5605,38;Chernihiv region;M;Одружений (-на);35;Середня;виробництво;4300;3;Так;Офіційно працевлаштований;1093;дева;Собака;59; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;11603,14;Chernihiv region;F;Одружений (-на);5;Середня - технічна;с/господарство;3500;4;Так;Офіційно працевлаштований;1093;водолей;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;Yes
overdraft to a plastic card;10000;Donetsk region;M;Неодружений(-на);4;Середня - технічна;виробництво;4382,47;1;Ні;Офіційно працевлаштований;726;дева;Петух;24; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan with income statement;103734,44;Kharkiv;M;Одружений (-на);19;Вища освіта;торгівля та послуги;99778,56;1;Ні;Офіційно працевлаштований;364;дева;Лошадь;39; була зміна місця роботи;має власну нерухомість;має власний автомобіль;No
Consumer loan with income statement;43103,45;Kharkiv;F;Одружений (-на);7;Середня - технічна;торгівля та послуги;11269,72;1;Ні;Офіційно працевлаштований;729;козерог;Петух;36; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;4149,38;Kharkiv region;F;Одружений (-на);9;Середня - технічна;торгівля та послуги;4500;3;Так;Офіційно працевлаштований;364;весы;Крыса;33; була зміна місця роботи;має власну нерухомість;не має власного;No
Loan Consumer Credit 130%;2593,36;Kharkiv;F;Одружений (-на);15;Вища освіта;державна служба;5000;2;Так;Офіційно працевлаштований;180;телец;Дракон;41; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;8968,61;Kharkiv region;F;Вдова (-ець);20;Середня - технічна;інша;5000;3;Так;Офіційно працевлаштований;1093;дева;Лошадь;39; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;12892,38;Sumy region;F;Неодружений(-на);30;Середня - технічна;торгівля та послуги;5200;5;Так;Офіційно працевлаштований;1093;стрелец;Крыса;44; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan with income statement;64655,17;Kiev;F;Одружений (-на);5;Вища освіта;торгівля та послуги;17230;0;Так;ФОП;729;лев;Коза;26; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;28026,91;Mykolaiv region;F;Неодружений(-на);23;Вища освіта;інша;8500;1;Ні;Офіційно працевлаштований;1093;лев;Бык;44; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;25933,61;Kiev;M;Одружений (-на);12;Середня - технічна;торгівля та послуги;12000;2;Так;Офіційно працевлаштований;364;овен;Свинья;34; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Consumer loan with income statement;93361;Vinnytsia region;M;Одружений (-на);6;Вища освіта;торгівля та послуги;164704,44;3;Так;ФОП;364;близнецы;Лошадь;27; була зміна місця роботи;має власну нерухомість;не має власного;Yes
overdraft to a plastic card;20000;Kharkiv;F;Одружений (-на);25;Вища освіта;державна служба;4840,29;2;Так;Офіційно працевлаштований;726;водолей;Бык;44; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;5387,93;Kharkiv;F;Одружений (-на);17;Середня;торгівля та послуги;5000;2;Ні;Офіційно працевлаштований;545;скорпион;Обезьяна;37; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;28026,91;Dnipropetrovsk region;M;Одружений (-на);42;Середня;торгівля та послуги;9000;1;Ні;Офіційно працевлаштований;1093;лев;Петух;60; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Consumer credit without a certificate of income for informal financial institutions;26939,66;Kharkiv region;F;Одружений (-на);30;Середня;інша;15000;4;Так;Працює не офіційно;729;овен;Крыса;57; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;84080,72;Kiev;F;Розлучений (-на);46;Вища освіта;державна служба;10653,04;1;Ні;Офіційно працевлаштований;1093;водолей;Кролик;66; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;5186,72;Kharkiv;F;Одружений (-на);8;Середня - технічна;торгівля та послуги;4500;5;Так;Офіційно працевлаштований;364;козерог;Кролик;30; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan with income statement;28026,91;Kiev;M;Неодружений(-на);10;Вища освіта;торгівля та послуги;30000;21;Так;ФОП;1093;телец;Дракон;29; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Consumer loan without income certificate;22421,52;Kharkiv;F;Неодружений(-на);15;Середня - технічна;виробництво;12000;4;Так;Офіційно працевлаштований;1093;козерог;Тигр;31; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;16163,79;Kiev;M;Неодружений(-на);7;Середня - технічна;торгівля та послуги;6500;2;Так;Офіційно працевлаштований;729;водолей;Собака;23; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;16163,79;Kharkiv region;M;Одружений (-на);25;Середня - технічна;с/господарство;7000;3;Так;Офіційно працевлаштований;729;близнецы;Свинья;46; була зміна місця роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;26939,66;Kiev;M;Розлучений (-на);15,5;Вища освіта;торгівля та послуги;20000;1;Так;Офіційно працевлаштований;729;рак;Свинья;34; була зміна місця роботи;має власну нерухомість;має власний автомобіль;Yes
Consumer loan with income statement;7847,53;Kharkiv region;F;Вдова (-ець);36;Вища освіта;інша;7000;3;Так;Офіційно працевлаштований;1093;овен;Дракон;53; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;10373,44;Kharkiv;F;Одружений (-на);30;Вища освіта;державна служба;5047,92;0;Ні;Офіційно працевлаштований;364;рак;Собака;47; була зміна місця роботи;не має власної нерухомості;не має власного;No
Loan Consumer Credit 130%;28026,91;Kharkiv region;F;Одружений (-на);16;Середня - технічна;державна служба;3500;2;Ні;Офіційно працевлаштований;1093;дева;Петух;36; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan with income statement;103734,44;Ivano-Frankivsk region;F;Одружений (-на);11;Вища освіта;торгівля та послуги;123154,65;2;Так;Офіційно працевлаштований;364;рыбы;Собака;35; не змінювалось місце роботи;має власну нерухомість;не має власного;No
overdraft to a plastic card;2000;Kharkiv;F;Неодружений(-на);6;Середня - технічна;державна служба;4393,58;4;Так;Офіційно працевлаштований;363;телец;Обезьяна;25; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;28026,91;Kharkiv;F;Одружений (-на);10;Вища освіта;торгівля та послуги;8000;2;Так;Офіційно працевлаштований;1093;весы;Дракон;29; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;28026,91;Poltava region;M;Одружений (-на);30;Вища освіта;торгівля та послуги;10000;3;Так;ФОП;1093;телец;Петух;48; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;20179,37;Kharkiv;F;Одружений (-на);3;Незакінчена вища;торгівля та послуги;7500;2;Ні;Офіційно працевлаштований;1093;весы;Свинья;22; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;4149,38;Kharkiv;M;Вдова (-ець);25;Середня - технічна;торгівля та послуги;5500;2;Так;Офіційно працевлаштований;364;овен;Крыса;57; була зміна місця роботи;не має власної нерухомості;не має власного;Yes
Consumer loan without income certificate;26905,83;Kharkiv;F;Розлучений (-на);24;Вища освіта;торгівля та послуги;8000;3;Так;Офіційно працевлаштований;1095;близнецы;Змея;52; була зміна місця роботи;має власну нерухомість;не має власного;No
Consumer loan without income certificate;26939,66;Poltava region;F;Розлучений (-на);20;Вища освіта;торгівля та послуги;16000;6;Так;Офіційно працевлаштований;728;дева;Змея;40; була зміна місця роботи;має власну нерухомість;не має власного;Yes
Consumer loan without income certificate;1037,34;Vinnytsia region;F;Одружений (-на);13;Середня;торгівля та послуги;3200;1;Так;Офіційно працевлаштований;364;козерог;Бык;32; була зміна місця роботи;не має власної нерухомості;не має власного;No
Loan Consumer Credit 130%;3232,76;Kharkiv;F;Вдова (-ець);44;Середня;інша;3200;1;Так;Офіційно працевлаштований;546;водолей;Кролик;66; не змінювалось місце роботи;не має власної нерухомості;не має власного;No
Consumer loan without income certificate;13452,91;Kharkiv region;M;Одружений (-на);35;Середня - технічна;виробництво;4925,33;4;Ні;Офіційно працевлаштований;1095;овен;Змея;52; була зміна місця роботи;має власну нерухомість;не має власного;No
